i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:plane_0;pos:-15.09034,13.65309,13.44094;rot:0.05082174,270.0833,95.92402;m:plane;scl:4,1,2.5;t:stone1;;
i:plane_1;pos:-9.451049,11.52428,-28.07556;rot:0.4669869,90.44388,87.51362;m:plane;scl:4,1,2.5;t:stone1;;
i:plane_2;pos:7.436406,11.21067,-18.00365;rot:359.6101,27.92466,89.7391;m:plane;scl:4,1,2.5;t:stone1;;
i:plane_3;pos:-26.4455,12.20218,-17.06943;rot:357.2986,336.2479,270.9753;m:plane;scl:4,1,2.5;t:stone1;;
i:plane_4;pos:2.245218,0.5484254,-10.69921;rot:0,100.9511,0;m:plane;scl:4,1,2.5;t:stone1;;
i:plane_5;pos:-27.67281,13.52134,4.972939;rot:0.6629837,198.1627,91.44249;m:plane;scl:4,1,2.5;t:stone1;;
i:plane_6;pos:7.241292,10.64229,0.1855787;rot:2.073209,328.3586,86.85192;m:plane;scl:4,1,2.5;t:stone1;;
i:plane_7;pos:-1.5571,11.64739,10.00675;rot:359.7893,134.6812,272.0016;m:plane;scl:4,1,2.5;t:stone1;;
i:leaf3_8;pos:-9.712543,1.165821,-9.07619;rot:0,202.1047,0;m:leaf3;t:stone6;clr:49,46,0,255;;
i:plane_9;pos:-5.254103,28.76017,15.93488;rot:0,204.2418,0;m:plane;scl:10,1,40;t:grass1;clr:14,14,11,255;;
i:plane_10;pos:-8.044021,34.14633,14.66261;rot:0,24.93458,0;m:plane;scl:10,1,40;t:grass1;clr:14,14,11,255;;
i:cuboid_11;pos:-25.55378,1.335703,-18.12164;rot:0,246.2926,0;m:cuboid;scl:0.3,0.01,0.03;clr:17,11,0,255;;
i:cuboid_12;pos:-25.69113,4.33811,-17.90069;rot:0,239.3911,0;m:cuboid;scl:0.3,0.01,0.03;clr:17,11,0,255;;
i:cuboid_13;pos:-25.80411,6.683527,-17.95535;rot:0,246.7396,0;m:cuboid;scl:0.3,0.01,0.03;clr:17,11,0,255;;
i:cuboid_14;pos:-26.41208,1.847113,-14.90185;rot:3.062927,260.1901,303.0746;m:cuboid;scl:0.3,0.01,0.03;clr:17,11,0,255;;
i:cuboid_15;pos:-25.93689,9.542294,-17.66914;rot:356.8,244.3797,29.8;m:cuboid;scl:0.3,0.01,0.03;clr:17,11,0,255;;
i:cylinder_16;pos:-26.33581,7.317771,-16.54286;rot:0,242.9791,0;m:cylinder;scl:0.04,1,0.04;clr:17,11,0,255;;
i:cylinder_17;pos:-25.09646,9.569394,-19.08682;rot:0,257.2259,0;m:cylinder;scl:0.04,1,0.04;clr:17,11,0,255;;
i:cylinder_18;pos:-20.20817,2.191094,-23.12064;rot:31.96552,294.1258,353.7538;m:cylinder;scl:0.04,1,0.04;clr:17,11,0,255;;
i:cylinder_19;pos:-21.39312,2.090611,-15.35743;rot:43.77412,260.2888,50.71609;m:cylinder;scl:0.04,1,0.04;clr:17,11,0,255;;
i:cuboid_20;pos:33.13463,34.27206,105.8856;rot:0,203.5746,0;m:cuboid;scl:0.1,0.01,20;clr:255,255,0,255;;
i:cuboid_21;pos:-50.07714,34.3685,-72.58672;rot:0,206.4183,0;m:cuboid;scl:0.1,0.01,20;clr:255,255,0,255;;
i:cuboid_22;pos:-45.34664,34.80952,50.37254;rot:0,204.651,0;m:cuboid;scl:0.1,0.2,37;t:stone4;til:3,3;clr:86,81,72,255;;
i:cuboid_23;pos:42.34079,35.13024,8.4357;rot:0,205.393,0;m:cuboid;scl:0.1,0.2,37;t:stone4;til:3,3;clr:86,81,72,255;;
i:plane_24;pos:75.26966,33.45881,268.2937;rot:0,185.1888,0;m:plane;scl:10,0.2,20;t:grass1;clr:14,14,17,255;;
i:plane_25;pos:93.94392,33.76254,647.7379;rot:0,182.1786,0;m:plane;scl:10,0.2,60;t:grass1;clr:14,14,17,255;;
i:plane_26;pos:-240.5748,34.20558,-416.7544;rot:0,25.22052,0;m:plane;scl:5,0.2,60;t:grass1;clr:14,14,17,255;;
i:cuboid_27;pos:-99.62317,44.79224,-253.1334;rot:7.600024,21.90441,5.400003;m:cuboid;scl:5,0.2,20;t:grass1;clr:14,14,17,255;;
i:cuboid_28;pos:-195.1333,71.41183,-406.5758;rot:349.8213,220.3038,350.4822;m:cuboid;scl:5,0.2,20;t:grass1;clr:14,14,17,255;;
i:cuboid_29;pos:-343.0963,83.37228,-483.7447;rot:3.062835,263.5362,351.8875;m:cuboid;scl:5,0.2,20;t:grass1;clr:14,14,17,255;;
i:cuboid_30;pos:-530.8265,77.4655,-495.4288;rot:-2.561321E-06,269.8672,350.8;m:cuboid;scl:5,0.2,20;t:grass1;clr:14,14,17,255;;
i:cuboid_31;pos:-727.3995,77.86504,-499.4124;rot:-4.268868E-07,267.6153,349.6;m:cuboid;scl:5,0.2,20;t:grass1;clr:14,14,17,255;;
i:cuboid_32;pos:78.42978,34.10822,297.425;rot:0,3.106223,0;m:cuboid;scl:0.1,0.05,20;t:empty;clr:255,255,0,255;;
i:cuboid_33;pos:88.6828,33.69995,495.966;rot:0,2.847906,0;m:cuboid;scl:0.1,0.05,20;t:empty;clr:255,255,0,255;;
i:cuboid_34;pos:98.98787,33.6693,694.7812;rot:0,3.097898,0;m:cuboid;scl:0.1,0.05,20;t:empty;clr:255,255,0,255;;
i:cuboid_35;pos:111.2695,33.64309,891.1793;rot:0,3.847901,0;m:cuboid;scl:0.1,0.05,20;t:empty;clr:255,255,0,255;;
i:cuboid_36;pos:-68.91518,46.22353,-242.0387;rot:352.6601,201.8584,0.905412;m:cuboid;scl:0.1,0.4,20;clr:52,63,57,255;;
i:cuboid_37;pos:-179.4364,77.7628,-424.7587;rot:349.7899,220.8312,357.7894;m:cuboid;scl:0.1,0.4,20;clr:52,63,57,255;;
i:cuboid_38;pos:-341.8672,89.85074,-507.8203;rot:2.8,264.6543,-1.068493E-07;m:cuboid;scl:0.1,0.4,20;clr:52,63,57,255;;
i:cuboid_39;pos:-540.269,84.60943,-518.2648;rot:0,269.632,0;m:cuboid;scl:0.1,0.4,20;clr:52,63,57,255;;
i:cuboid_40;pos:-734.8015,85.03674,-523.329;rot:0,267.3778,0;m:cuboid;scl:0.1,0.4,20;clr:52,63,57,255;;
i:cuboid_41;pos:-126.3544,47.79496,-257.1169;rot:352.8071,200.7957,359.7723;m:cuboid;scl:0.1,0.4,20;clr:52,63,57,255;;
i:cuboid_42;pos:-194.2657,69.97346,-387.6614;rot:349,219.1735,-6.523151E-07;m:cuboid;scl:0.1,0.4,20;clr:52,63,57,255;;
i:cuboid_43;pos:-350.9151,82.98119,-467.8987;rot:2.800001,264.5633,1.068493E-07;m:cuboid;scl:0.1,0.4,20;clr:52,63,57,255;;
i:cuboid_44;pos:-548.3412,76.95803,-475.5103;rot:0.6000001,272.1613,-8.004567E-08;m:cuboid;scl:0.1,0.4,20;clr:52,63,57,255;;
i:cuboid_45;pos:-744.0765,75.18018,-475.9094;rot:0,267.9028,0;m:cuboid;scl:0.1,0.4,20;clr:52,63,57,255;;
i:cuboid_46;pos:-109.4968,59.11279,-339.6207;rot:353.2,208.4496,-5.373888E-07;m:cuboid;scl:0.1,0.4,4;clr:52,63,57,255;;
i:cuboid_47;pos:-223.4352,35.5049,-434.9022;rot:0,205.6464,0;m:cuboid;scl:0.1,0.4,60;clr:52,63,57,255;;
i:cuboid_48;pos:-246.2231,33.70317,-384.305;rot:0,24.89483,0;m:cuboid;scl:0.1,0.4,60;clr:52,63,57,255;;
i:cuboid_49;pos:124.4724,33.97857,276.1406;rot:0,4.240738,0;m:cuboid;scl:0.1,0.4,23;clr:52,63,57,255;;
i:cuboid_50;pos:36.50528,33.14742,332.6707;rot:0,2.38358,0;m:cuboid;scl:0.1,0.4,23;clr:52,63,57,255;;
i:cuboid_51;pos:48.64251,33.45188,645.5624;rot:0,2.132451,0;m:cuboid;scl:0.1,0.4,40;clr:52,63,57,255;;
i:cuboid_52;pos:140.3144,34.04039,577.4354;rot:0,2.381708,0;m:cuboid;scl:0.1,0.4,40;clr:52,63,57,255;;
i:cuboid_53;pos:12.36413,34.06639,-64.38566;rot:0,25.992,0;m:cuboid;scl:0.7,0.1,20;t:grass1;clr:43,81,17,255;;
i:cuboid_54;pos:66.87667,34.56092,51.88596;rot:0,25.14127,0;m:cuboid;scl:0.7,0.1,20;t:grass1;clr:43,81,17,255;;
i:cuboid_55;pos:127.5872,33.3899,271.274;rot:0,4.131152,0;m:cuboid;scl:0.7,0.1,20;t:grass1;clr:43,81,17,255;;
i:cuboid_56;pos:146.798,33.93124,664.3155;rot:0,2.130251,0;m:cuboid;scl:0.7,0.1,60;t:grass1;clr:43,81,17,255;;
i:cuboid_57;pos:40.93908,34.00366,524.3008;rot:0,2.363392,0;m:cuboid;scl:0.7,0.1,60;t:grass1;clr:43,81,17,255;;
i:cuboid_58;pos:-96.67664,33.94911,-51.50319;rot:0,204.7091,0;m:cuboid;scl:0.7,0.1,60;t:grass1;clr:43,81,17,255;;
i:cuboid_59;pos:-347.6693,33.8456,-593.5841;rot:0,204.9588,0;m:cuboid;scl:0.7,0.1,60;t:grass1;clr:43,81,17,255;;
i:cuboid_61;pos:181.4887,31.2602,57.52699;rot:0,292.5707,0;m:cuboid;scl:10,0.3,10;t:stone4;til:3,3;;
i:capsule_82;pos:-77.29063,47.93781,80.47842;rot:0,321.1938,0;m:capsule;scl:0.2,1,0.2;t:empty;clr:0,255,127,255;;
i:cylinder_98;pos:130.6015,34.98254,154.1507;rot:0,267.6758,0;m:cylinder;scl:3,0.02,3;t:grass1;clr:28,84,31,255;;
i:cuboid_99;pos:119.9252,33.87678,163.212;rot:0,187.5756,0;m:cuboid;scl:0.5,0.02,3;t:grass1;clr:28,84,31,255;;
i:cuboid_100;pos:113.0441,34.35714,150.1162;rot:357.2,205.9255,-1.068493E-07;m:cuboid;scl:0.5,0.02,3;t:grass1;clr:28,84,31,255;;
i:cuboid_101;pos:116.6676,33.8833,163.6609;rot:0,13.42196,0;m:cuboid;scl:0.5,0.02,3;t:grass1;clr:28,84,31,255;;
i:cuboid_102;pos:123.5337,34.90667,144.2452;rot:0,72.67184,0;m:cuboid;scl:0.5,0.02,3;t:grass1;clr:28,84,31,255;;
i:cuboid_103;pos:120.4851,34.15276,148.9345;rot:0,57.67177,0;m:cuboid;scl:0.5,0.02,3;t:grass1;clr:28,84,31,255;;
i:cuboid_104;pos:126.1446,34.07576,165.8667;rot:0,333.2198,0;m:cuboid;scl:0.5,0.02,3;t:grass1;clr:28,84,31,255;;
i:cuboid_105;pos:129.792,34.27576,167.5723;rot:0,314.9198,0;m:cuboid;scl:0.5,0.02,3;t:grass1;clr:28,84,31,255;;
i:leaf3_106;pos:-20.55519,39.51318,-136.909;rot:0,288.6628,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_107;pos:-1.967577,40.3463,-98.01218;rot:0,299.6573,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_108;pos:14.07301,39.78827,-65.5204;rot:0,294.657,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_109;pos:31.21783,40.26112,-25.47339;rot:0,290.906,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_110;pos:47.98428,40.81302,12.70766;rot:0,316.6475,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_111;pos:65.54729,42.77422,43.95296;rot:0,339.6438,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_112;pos:85.88562,40.87317,82.71645;rot:0,339.643,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_113;pos:107.9831,38.33007,132.379;rot:0,340.1375,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_114;pos:120.3882,38.14078,182.0481;rot:0,223.8814,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_115;pos:128.1042,38.81532,266.2309;rot:0,249.131,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_116;pos:136.4217,38.79932,350.9671;rot:0,342.8792,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_117;pos:139.9057,40.82344,416.666;rot:0,338.8776,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_118;pos:141.4186,39.63889,493.4532;rot:0,354.1269,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_119;pos:144.9675,39.48171,588.6932;rot:0,357.6256,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_120;pos:41.15067,39.3604,591.6987;rot:0,74.62278,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_121;pos:37.78146,39.37585,505.9002;rot:0,122.6221,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_122;pos:33.67061,39.82561,427.2035;rot:0,153.8714,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_123;pos:35.73195,40.86418,327.0395;rot:0,164.8708,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_124;pos:26.6022,39.52775,239.764;rot:0,116.1197,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_125;pos:12.33633,39.07418,185.7795;rot:0,131.6178,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_126;pos:-15.29738,40.36663,130.6355;rot:0,188.8675,0;m:leaf3;scl:0.3,0.1,0.3;;
i:capsule_127;pos:-81.57479,49.44166,95.6607;rot:0,276.6961,0;m:capsule;scl:0.2,1,0.2;t:empty;clr:0,255,127,255;;
i:leaf3_128;pos:-53.09454,39.03145,46.08133;rot:0,161.8672,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_129;pos:-67.26968,39.11688,14.47416;rot:0,187.3672,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_130;pos:-86.81099,39.30914,-26.25021;rot:0,201.3672,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_131;pos:-103.6769,40.04362,-61.59734;rot:0,201.3672,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_132;pos:-119.8611,39.57495,-96.38198;rot:0,168.6167,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_133;pos:-149.4647,39.65728,-161.1224;rot:0,185.3667,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_134;pos:-164.2657,39.51366,-197.1218;rot:0,181.8667,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_135;pos:-189.8535,40.2277,-253.9927;rot:0,175.3666,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_136;pos:-236.057,37.90271,-352.6749;rot:0,201.6165,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_137;pos:-274.3017,39.11393,-436.8845;rot:0,204.3665,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_138;pos:-317.4546,39.61084,-525.5331;rot:0,204.1164,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_139;pos:-345.7993,38.75426,-585.1412;rot:0,207.1164,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_140;pos:-361.5302,40.13132,-623.6507;rot:0,219.3662,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_141;pos:31.07989,46.79677,229.9989;rot:0,93.86439,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_142;pos:22.24291,46.42933,220.8692;rot:0,98.11421,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_143;pos:31.87264,46.46849,209.0146;rot:0,16.3641,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_144;pos:23.4625,52.69254,220.6509;rot:1.067217E-07,6.814078,5.200001;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_145;pos:33.01494,55.08183,221.5571;rot:341,300.3622,-2.708906E-06;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_146;pos:30.68802,61.31546,219.7807;rot:314.2,319.8611,2.816666E-05;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_147;pos:27.7677,60.36708,217.338;rot:315.2907,111.9812,320.121;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_148;pos:28.21765,60.63893,222.1511;rot:321.4,170.8591,3.004244E-06;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_149;pos:137.6539,45.53568,149.8426;rot:357,335.3551,1.603022E-07;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_150;pos:130.4024,46.06542,142.1534;rot:0,348.6045,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_151;pos:127.738,49.89434,148.8359;rot:0,350.854,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_152;pos:130.5584,45.29557,161.8132;rot:2.134434E-06,276.1006,350.6;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_153;pos:129.8078,50.77017,147.941;rot:0,265.6001,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_154;pos:134.1379,55.38937,148.9945;rot:0,271.6001,0;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_155;pos:134.3348,60.97664,155.2186;rot:326.4,263.5999,-1.230042E-05;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_156;pos:129.6355,60.34758,156.9733;rot:326.3999,164.3491,353.6;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_157;pos:131.4133,61.26973,151.4564;rot:329.6,58.84845,355.4;m:leaf3;scl:0.3,0.1,0.3;;
i:leaf3_158;pos:106.164,44.01554,133.4351;rot:0,222.2491,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_159;pos:83.48433,43.43051,84.75268;rot:0,316.997,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_160;pos:64.50405,47.14094,45.41462;rot:0,330.4959,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_161;pos:47.81065,45.35268,10.4022;rot:0,359.4948,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_162;pos:30.94115,45.95992,-25.8847;rot:0,342.9929,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_163;pos:12.79837,44.40798,-64.86527;rot:0,303.4909,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_164;pos:-3.538556,46.30758,-98.06244;rot:0,306.9904,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_165;pos:-22.06853,43.73038,-137.9013;rot:0,278.2393,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_166;pos:12.56891,44.68643,184.773;rot:0,152.2378,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_167;pos:-15.23886,44.8469,130.3141;rot:0,188.2378,0;m:leaf3;scl:0.15,0.1,0.15;;
i:cuboid_168;pos:-39.91692,55.44709,81.80788;rot:0,293.209,0;m:cuboid;scl:1.2,3.3,0.2;t:stone2;clr:202,255,255,255;;
i:leaf3_169;pos:-51.53531,42.3683,45.93463;rot:0,202.4878,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_170;pos:-65.96371,41.55841,13.2522;rot:0,197.4878,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_171;pos:-85.76479,42.39696,-26.33362;rot:0,210.4878,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_172;pos:-103.7104,43.01706,-62.05339;rot:0,161.987,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_173;pos:-118.9135,44.41173,-97.48708;rot:0,177.7366,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_174;pos:-148.9557,42.07267,-160.9497;rot:0,200.2366,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_175;pos:-163.3734,42.21341,-196.8292;rot:0,201.7366,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_176;pos:-189.8906,43.59186,-251.9523;rot:0,207.2365,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_177;pos:-236.4373,42.8174,-352.8775;rot:0,210.7365,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_178;pos:-273.9125,44.43306,-436.9106;rot:0,201.9864,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_179;pos:-316.3267,44.34407,-527.4534;rot:0,206.7363,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_180;pos:-344.924,43.63285,-586.9535;rot:0,197.4861,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_181;pos:-362.6283,45.17126,-624.3669;rot:0,192.9862,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_182;pos:26.69039,44.83934,239.2579;rot:0,71.73553,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_183;pos:32.9364,44.15881,328.122;rot:0,11.98539,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_184;pos:35.16479,43.94248,425.3118;rot:0,13.98515,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_185;pos:39.40121,41.80105,507.1978;rot:0,9.735013,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_186;pos:42.51971,43.75148,592.2355;rot:0,3.484908,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_187;pos:144.7292,43.72432,587.8932;rot:0,85.9846,0;m:leaf3;scl:0.15,0.1,0.15;;
i:leaf3_188;pos:138.9061,45.03713,495.7626;rot:0,164.9833,0;m:leaf3;scl:0.15,0.1,0.15;;
