i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:prism_0;pos:0.4339949,39.43633,-33.05896;rot:341.4468,88.57485,24.75643;m:prism;scl:1.673871,0.0001,0.1066663;clr:255,255,255,255;;
i:prism_1;pos:0.4285609,37.55908,-29.13501;rot:23.39064,6.922232,20.2841;m:prism;scl:0.1847779,0.0001,0.966271;clr:255,255,255,255;;
i:prism_2;pos:0.9622795,35.76661,-24.99626;rot:336.6094,186.9222,339.7159;m:prism;scl:0.1847779,0.0001,0.1594156;clr:255,255,255,255;;
i:prism_3;pos:1.498532,35.61578,-24.29062;rot:341.4468,88.57485,24.75643;m:prism;scl:0.2761555,0.0001,0.1066663;clr:255,255,255,255;;
i:prism_4;pos:4.910278,52.66797,55.80291;rot:13.04454,315.8385,5.134981;m:prism;scl:0.2137495,0.0001,0.2804679;clr:255,255,255,255;;
i:prism_5;pos:5.433928,52.9225,54.47507;rot:5.002131,224.6766,346.9047;m:prism;scl:0.4858543,0.0001,0.1233906;clr:255,255,255,255;;
i:prism_6;pos:4.232571,52.76068,53.38052;rot:354.9979,44.67657,13.09529;m:prism;scl:0.4858543,0.0001,0.2808541;clr:255,255,255,255;;
i:prism_7;pos:2.441101,52.36059,53.3057;rot:13.04454,315.8385,5.134981;m:prism;scl:0.4865235,0.0001,0.2804679;clr:255,255,255,255;;
i:prism_8;pos:1.655489,57.03403,63.95706;rot:76.5422,104.0355,227.9906;m:prism;scl:0.6419134,0.0001,0.1145425;clr:255,255,255,255;;
i:prism_9;pos:2.424366,57.85306,62.62203;rot:350.042,146.8392,260.9012;m:prism;scl:0.1984219,0.0001,0.3705557;clr:255,255,255,255;;
i:prism_10;pos:3.678258,58.21842,60.71328;rot:9.957984,326.8392,99.09877;m:prism;scl:0.1984219,0.0001,0.202632;clr:255,255,255,255;;
i:prism_11;pos:4.315779,57.88792,59.88564;rot:76.5422,104.0355,227.9906;m:prism;scl:0.3510194,0.0001,0.1145425;clr:255,255,255,255;;
i:prism_12;pos:2.5131,54.81212,64.52062;rot:286.6343,336.3922,88.7187;m:prism;scl:0.4371095,0.0001,0.2185136;clr:255,255,255,255;;
i:prism_13;pos:3.112573,54.22134,63.21635;rot:343.37,155.055,270.3828;m:prism;scl:0.3785309,0.0001,0.2523291;clr:255,255,255,255;;
i:prism_14;pos:4.00638,54.78392,61.29369;rot:16.62999,335.055,89.61723;m:prism;scl:0.3785309,0.0001,0.2911294;clr:255,255,255,255;;
i:prism_15;pos:4.412586,56.15734,60.43694;rot:286.6343,336.3922,88.7187;m:prism;scl:0.5043232,0.0001,0.2185136;clr:255,255,255,255;;
i:prism_16;pos:6.402585,56.86864,55.90319;rot:294.0593,43.95635,14.35904;m:prism;scl:0.5295076,0.0001,0.3069292;clr:255,255,255,255;;
i:prism_17;pos:6.803686,55.76341,54.27964;rot:354.1973,147.1133,293.3895;m:prism;scl:0.5316933,0.0001,0.3056675;clr:255,255,255,255;;
i:prism_18;pos:7.863449,55.87991,52.5711;rot:5.802744,327.1133,66.61047;m:prism;scl:0.5316933,0.0001,0.1929446;clr:255,255,255,255;;
i:prism_19;pos:8.744641,57.30698,52.28108;rot:294.0593,43.95635,14.35904;m:prism;scl:0.3342379,0.0001,0.3069292;clr:255,255,255,255;;
