i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_0;pos:583.3228,46.07746,-605.5494;rot:0,46.16563,0;m:cuboid;scl:1,10,10;t:rock3;;
i:cuboid_1;pos:514.721,44.62297,-607.231;rot:0,311.5078,0;m:cuboid;scl:1,10,10;t:rock3;;
i:cuboid_2;pos:499.2091,42.17867,-441.8271;rot:0,23.28688,0;m:cuboid;scl:1,10,10;t:rock3;;
i:cuboid_3;pos:616.8656,44.75473,-524.9745;rot:0,359.0658,0;m:cuboid;scl:1,10,10;t:rock3;;
i:cuboid_4;pos:479.8812,43.72462,-530.4623;rot:0,1.816186,0;m:cuboid;scl:1,10,10;t:rock3;;
i:cuboid_5;pos:601.1813,44.47375,-436.856;rot:0,340.2733,0;m:cuboid;scl:1,10,10;t:rock3;;
i:cuboid_6;pos:513.2076,41.33232,-352.2495;rot:0,359.7614,0;m:cuboid;scl:1,10,10;t:rock3;;
i:cuboid_7;pos:589.2894,43.27852,-345.266;rot:0,0.7499002,0;m:cuboid;scl:1,10,10;t:rock3;;
i:cuboid_8;pos:552.9833,41.60612,-298.9944;rot:0,90.84785,0;m:cuboid;scl:1,10,10;t:rock3;;
i:cuboid_9;pos:554.4157,68.93626,-404.1115;rot:0,358.1759,0;m:cuboid;scl:10,5,2;t:rock3;;
i:cuboid_10;pos:526.1976,44.33746,-412.3192;rot:-8.004128E-08,359.174,311.6399;m:cuboid;scl:2,5,2;t:rock3;;
i:cuboid_11;pos:578.1491,41.49075,-409.2207;rot:8.170881E-08,359.9229,45.28006;m:cuboid;scl:2,5,2;t:rock3;;
i:cuboid_12;pos:551.2944,57.71669,-412.678;rot:0,358.6579,0;m:cuboid;scl:2,2,2;t:rock3;;
i:cuboid_13;pos:511.1786,141.898,-260.1266;rot:0,359.9542,0;m:cuboid;scl:1,10,30;t:grass3;;
i:cuboid_14;pos:592.7032,140.3016,-263.3513;rot:0,0.6341907,0;m:cuboid;scl:1,10,30;t:grass3;;
i:cuboid_15;pos:546.3353,141.6604,-405.7084;rot:0,90.87548,0;m:cuboid;scl:1,10,10;t:grass3;;
i:cuboid_16;pos:522.2725,144.2991,-93.45817;rot:0,8.691899,0;m:cuboid;scl:1,10,20;t:grass3;;
i:cuboid_17;pos:584.3404,142.1531,-91.55784;rot:0,350.755,0;m:cuboid;scl:1,10,20;t:grass3;;
i:cuboid_18;pos:551.5089,48.68699,4.928475;rot:0,90.16659,0;m:cuboid;scl:1,10,5;t:rock3;;
