i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_1;pos:-180,200,400;m:cuboid;scl:1,11,80;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_2;pos:-80,200,400;m:cuboid;scl:1,11,80;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_3;pos:-130,250,400;m:cuboid;scl:11,1,80;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_4;pos:-130,150,400;m:cuboid;scl:11,1,80;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_5;pos:-1240,200,400;m:cuboid;scl:1,11,80;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_6;pos:-1140,200,400;m:cuboid;scl:1,11,80;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_7;pos:-1190,250,400;m:cuboid;scl:11,1,80;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_8;pos:-1190,150,400;m:cuboid;scl:11,1,80;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_9;pos:-180,460,-660;m:cuboid;scl:1,11,80;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_10;pos:-80,460,-660;m:cuboid;scl:1,11,80;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_11;pos:-130,510,-1020;m:cuboid;scl:11,1,8;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_12;pos:-130,410,-1020;m:cuboid;scl:11,1,8;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_13;pos:-130,510,-570;m:cuboid;scl:11,1,62;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_14;pos:-130,410,-570;m:cuboid;scl:11,1,62;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_15;pos:-180,530,-930;m:cuboid;scl:1,40,11;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_16;pos:-80,530,-930;m:cuboid;scl:1,40,11;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_17;pos:-130,620,-880;m:cuboid;scl:11,22,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_18;pos:-130,620,-980;m:cuboid;scl:11,22,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_19;pos:-130,370,-880;m:cuboid;scl:11,8,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_20;pos:-130,370,-980;m:cuboid;scl:11,8,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_21;pos:-180,860,-400;m:cuboid;scl:1,11,80;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_22;pos:-80,860,-400;m:cuboid;scl:1,11,80;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_23;pos:-130,910,-400;m:cuboid;scl:11,1,80;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_24;pos:-130,810,-400;m:cuboid;scl:11,1,80;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_25;pos:20,600,660;m:cuboid;scl:1,11,80;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_26;pos:120,600,660;m:cuboid;scl:1,11,80;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_27;pos:70,650,660;m:cuboid;scl:11,1,80;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_28;pos:70,550,660;m:cuboid;scl:11,1,80;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_29;pos:400,200,-80;m:cuboid;scl:80,11,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_30;pos:400,200,-180;m:cuboid;scl:80,11,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_31;pos:400,250,-130;m:cuboid;scl:80,1,11;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_32;pos:400,150,-130;m:cuboid;scl:80,1,11;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_33;pos:400,460,-80;m:cuboid;scl:80,11,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_34;pos:400,460,-180;m:cuboid;scl:80,11,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_35;pos:400,510,-130;m:cuboid;scl:80,1,11;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_36;pos:400,410,-130;m:cuboid;scl:80,1,11;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_37;pos:-460,600,180;m:cuboid;scl:80,11,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_38;pos:-460,600,80;m:cuboid;scl:80,11,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_39;pos:-460,650,130;m:cuboid;scl:80,1,11;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_40;pos:-460,550,130;m:cuboid;scl:80,1,11;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_41;pos:-550,860,180;m:cuboid;scl:62,11,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_42;pos:-550,860,80;m:cuboid;scl:62,11,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_43;pos:-550,910,130;m:cuboid;scl:62,1,11;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_44;pos:-550,810,130;m:cuboid;scl:62,1,11;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_45;pos:-660,200,980;m:cuboid;scl:80,11,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_46;pos:-660,200,880;m:cuboid;scl:80,11,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_47;pos:-660,250,930;m:cuboid;scl:80,1,11;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_48;pos:-660,150,930;m:cuboid;scl:80,1,11;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_49;pos:0,200,0;m:cylinder;scl:3.1,6.1,3.1;;
i:cylinder_50;pos:-260,200,800;m:cylinder;scl:3.1,6.1,3.1;;
i:cylinder_51;pos:-1060,200,800;m:cylinder;scl:3.1,6.1,3.1;;
i:cylinder_52;pos:800,330,-130;rot:270,0,0;m:cylinder;scl:3.1,6.1,3.1;;
i:cylinder_53;pos:0,460,-260;m:cylinder;scl:3.1,6.1,3.1;;
i:cylinder_54;pos:-130,330,-1060;rot:0,0,90;m:cylinder;scl:3.1,6.1,3.1;;
i:cylinder_55;pos:-130,730,-800;rot:0,0,90;m:cylinder;scl:3.1,6.1,3.1;;
i:cylinder_56;pos:-260,860,0;m:cylinder;scl:3.1,6.1,3.1;;
i:cylinder_57;pos:-860,730,130;rot:270,0,0;m:cylinder;scl:3.1,6.1,3.1;;
i:cylinder_58;pos:-60,600,260;m:cylinder;scl:3.1,6.1,3.1;;
i:cuboid_59;pos:-1240,200,-400;m:cuboid;scl:1,11,80;t:stone2;til:0.8,0.1;;
i:cuboid_60;pos:-1140,200,-400;m:cuboid;scl:1,11,80;t:stone2;til:0.8,0.1;;
i:cuboid_61;pos:-1190,250,-400;m:cuboid;scl:11,1,80;t:stone2;til:0.1,0.8;;
i:cuboid_62;pos:-1190,150,-400;m:cuboid;scl:11,1,80;t:stone2;til:0.1,0.8;;
i:cuboid_63;pos:20,600,1160;m:cuboid;scl:1,11,20;t:stone2;til:0.1,0.2;;
i:cuboid_64;pos:120,600,1160;m:cuboid;scl:1,11,20;t:stone2;til:0.1,0.2;;
i:cuboid_65;pos:70,650,1160;m:cuboid;scl:11,1,20;t:stone2;til:0.1,0.2;;
i:cuboid_66;pos:70,550,1160;m:cuboid;scl:11,1,20;t:stone2;til:0.1,0.2;;
i:cuboid_67;pos:-1240,200,-900;m:cuboid;scl:1,11,20;t:stone1;til:0.2,0.1;;
i:cuboid_68;pos:-1140,200,-900;m:cuboid;scl:1,11,20;t:stone1;til:0.2,0.1;;
i:cuboid_69;pos:-1190,250,-900;m:cuboid;scl:11,1,20;t:stone1;til:0.1,0.2;;
i:cuboid_70;pos:-1190,150,-900;m:cuboid;scl:11,1,20;t:stone1;til:0.1,0.2;;
i:cuboid_71;pos:-1190,200,-1000;m:cuboid;scl:11,11,1;t:stone1;til:0.1,0.1;;
i:cuboid_72;pos:-1190,200,-800;m:cuboid;scl:11,11,2;mat:transparent;clr:0,0,255,175;l:0;c:start;;
i:spawnhuman_73;pos:-1190,200,-900;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:cuboid_74;pos:0,200,-80;m:cuboid;scl:2.356194,12,2;t:metal4;til:0.02356195,0.12;;
i:cuboid_75;pos:-20.70552,200,-77.27406;rot:0,14.99998,0;m:cuboid;scl:2.356194,12,2;t:metal4;til:0.02356195,0.12;;
i:cuboid_76;pos:-40,200,-69.28203;rot:0,29.99999,0;m:cuboid;scl:2.356194,12,2;t:metal4;til:0.02356195,0.12;;
i:cuboid_77;pos:-56.56854,200,-56.56854;rot:0,44.99994,0;m:cuboid;scl:2.356194,12,2;t:metal4;til:0.02356195,0.12;;
i:cuboid_78;pos:-69.28203,200,-40;rot:0,60.00003,0;m:cuboid;scl:2.356194,12,2;t:metal4;til:0.02356195,0.12;;
i:cuboid_79;pos:-77.27406,200,-20.70552;rot:0,74.99998,0;m:cuboid;scl:2.356194,12,2;t:metal4;til:0.02356195,0.12;;
i:cuboid_80;pos:-80,200,0;rot:0,90,0;m:cuboid;scl:2.356194,12,2;t:metal4;til:0.02356195,0.12;;
i:cuboid_81;pos:0,200,-180;m:cuboid;scl:4.974188,12,2;t:metal4;til:0.04974188,0.12;;
i:cuboid_82;pos:-46.58743,200,-173.8667;rot:0,14.99998,0;m:cuboid;scl:4.974188,12,2;t:metal4;til:0.04974188,0.12;;
i:cuboid_83;pos:-90,200,-155.8846;rot:0,29.99999,0;m:cuboid;scl:4.974188,12,2;t:metal4;til:0.04974188,0.12;;
i:cuboid_84;pos:-127.2792,200,-127.2792;rot:0,44.99994,0;m:cuboid;scl:4.974188,12,2;t:metal4;til:0.04974188,0.12;;
i:cuboid_85;pos:-155.8846,200,-90;rot:0,60.00003,0;m:cuboid;scl:4.974188,12,2;t:metal4;til:0.04974188,0.12;;
i:cuboid_86;pos:-173.8667,200,-46.58743;rot:0,74.99998,0;m:cuboid;scl:4.974188,12,2;t:metal4;til:0.04974188,0.12;;
i:cuboid_87;pos:-180,200,0;rot:0,90,0;m:cuboid;scl:4.974188,12,2;t:metal4;til:0.04974188,0.12;;
i:cuboid_88;pos:0,250,-130;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_89;pos:-33.64648,250,-125.5704;rot:0,14.99998,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_90;pos:-65,250,-112.5833;rot:0,29.99999,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_91;pos:-91.92388,250,-91.92388;rot:0,44.99994,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_92;pos:-112.5833,250,-65;rot:0,60.00003,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_93;pos:-125.5704,250,-33.64648;rot:0,74.99998,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_94;pos:-130,250,0;rot:0,90,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_95;pos:0,150,-130;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_96;pos:-33.64648,150,-125.5704;rot:0,14.99998,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_97;pos:-65,150,-112.5833;rot:0,29.99999,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_98;pos:-91.92388,150,-91.92388;rot:0,44.99994,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_99;pos:-112.5833,150,-65;rot:0,60.00003,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_100;pos:-125.5704,150,-33.64648;rot:0,74.99998,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_101;pos:-130,150,0;rot:0,90,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cylinder_102;pos:0,200,0;m:cylinder;scl:3,6,3;t:ice1;;
i:cuboid_103;pos:-260,200,880;rot:0,180,0;m:cuboid;scl:2.356194,12,2;t:metal4;til:0.02356195,0.12;;
i:cuboid_104;pos:-239.2945,200,877.274;rot:0,195,0;m:cuboid;scl:2.356194,12,2;t:metal4;til:0.02356195,0.12;;
i:cuboid_105;pos:-220,200,869.282;rot:0,210,0;m:cuboid;scl:2.356194,12,2;t:metal4;til:0.02356195,0.12;;
i:cuboid_106;pos:-203.4315,200,856.5685;rot:0,224.9999,0;m:cuboid;scl:2.356194,12,2;t:metal4;til:0.02356195,0.12;;
i:cuboid_107;pos:-190.718,200,840;rot:0,240,0;m:cuboid;scl:2.356194,12,2;t:metal4;til:0.02356195,0.12;;
i:cuboid_108;pos:-182.7259,200,820.7055;rot:0,255,0;m:cuboid;scl:2.356194,12,2;t:metal4;til:0.02356195,0.12;;
i:cuboid_109;pos:-180,200,800;rot:0,270,0;m:cuboid;scl:2.356194,12,2;t:metal4;til:0.02356195,0.12;;
i:cuboid_110;pos:-260,200,980;rot:0,180,0;m:cuboid;scl:4.974188,12,2;t:metal4;til:0.04974188,0.12;;
i:cuboid_111;pos:-213.4126,200,973.8666;rot:0,195,0;m:cuboid;scl:4.974188,12,2;t:metal4;til:0.04974188,0.12;;
i:cuboid_112;pos:-170,200,955.8846;rot:0,210,0;m:cuboid;scl:4.974188,12,2;t:metal4;til:0.04974188,0.12;;
i:cuboid_113;pos:-132.7208,200,927.2792;rot:0,224.9999,0;m:cuboid;scl:4.974188,12,2;t:metal4;til:0.04974188,0.12;;
i:cuboid_114;pos:-104.1154,200,890;rot:0,240,0;m:cuboid;scl:4.974188,12,2;t:metal4;til:0.04974188,0.12;;
i:cuboid_115;pos:-86.13335,200,846.5874;rot:0,255,0;m:cuboid;scl:4.974188,12,2;t:metal4;til:0.04974188,0.12;;
i:cuboid_116;pos:-80,200,800;rot:0,270,0;m:cuboid;scl:4.974188,12,2;t:metal4;til:0.04974188,0.12;;
i:cuboid_117;pos:-260,250,930;rot:0,180,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_118;pos:-226.3535,250,925.5704;rot:0,195,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_119;pos:-195,250,912.5833;rot:0,210,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_120;pos:-168.0761,250,891.9239;rot:0,224.9999,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_121;pos:-147.4167,250,865;rot:0,240,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_122;pos:-134.4296,250,833.6465;rot:0,255,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_123;pos:-130,250,800;rot:0,270,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_124;pos:-260,150,930;rot:0,180,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_125;pos:-226.3535,150,925.5704;rot:0,195,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_126;pos:-195,150,912.5833;rot:0,210,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_127;pos:-168.0761,150,891.9239;rot:0,224.9999,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_128;pos:-147.4167,150,865;rot:0,240,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_129;pos:-134.4296,150,833.6465;rot:0,255,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_130;pos:-130,150,800;rot:0,270,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cylinder_131;pos:-260,200,800;m:cylinder;scl:3,6,3;t:ice1;;
i:cuboid_132;pos:-1140,200,800;rot:0,90,0;m:cuboid;scl:2.356194,12,2;t:metal4;til:0.02356195,0.12;;
i:cuboid_133;pos:-1137.274,200,820.7055;rot:0,105,0;m:cuboid;scl:2.356194,12,2;t:metal4;til:0.02356195,0.12;;
i:cuboid_134;pos:-1129.282,200,840;rot:0,120,0;m:cuboid;scl:2.356194,12,2;t:metal4;til:0.02356195,0.12;;
i:cuboid_135;pos:-1116.568,200,856.5685;rot:0,135.0001,0;m:cuboid;scl:2.356194,12,2;t:metal4;til:0.02356195,0.12;;
i:cuboid_136;pos:-1100,200,869.282;rot:0,150,0;m:cuboid;scl:2.356194,12,2;t:metal4;til:0.02356195,0.12;;
i:cuboid_137;pos:-1080.706,200,877.274;rot:0,165,0;m:cuboid;scl:2.356194,12,2;t:metal4;til:0.02356195,0.12;;
i:cuboid_138;pos:-1060,200,880;rot:0,180,0;m:cuboid;scl:2.356194,12,2;t:metal4;til:0.02356195,0.12;;
i:cuboid_139;pos:-1240,200,800;rot:0,90,0;m:cuboid;scl:4.974188,12,2;t:metal4;til:0.04974188,0.12;;
i:cuboid_140;pos:-1233.867,200,846.5874;rot:0,105,0;m:cuboid;scl:4.974188,12,2;t:metal4;til:0.04974188,0.12;;
i:cuboid_141;pos:-1215.885,200,890;rot:0,120,0;m:cuboid;scl:4.974188,12,2;t:metal4;til:0.04974188,0.12;;
i:cuboid_142;pos:-1187.279,200,927.2792;rot:0,135.0001,0;m:cuboid;scl:4.974188,12,2;t:metal4;til:0.04974188,0.12;;
