i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_1;pos:0,600,-3500;rot:0,180,0;m:cuboid;scl:5.235988,5.235988,5.235988;clr:0,0,0,255;;
i:cuboid_2;pos:50,586.6025,-3500;rot:0,180,30;m:cuboid;scl:5.235988,5.235988,5.235988;clr:76,76,76,255;;
i:cuboid_3;pos:86.60254,550,-3500;rot:0,180,60;m:cuboid;scl:5.235988,5.235988,5.235988;clr:0,0,0,255;;
i:cuboid_4;pos:100,500,-3500;rot:0,180,90;m:cuboid;scl:5.235988,5.235988,5.235988;clr:76,76,76,255;;
i:cuboid_5;pos:86.60254,450,-3500;rot:0,180,120;m:cuboid;scl:5.235988,5.235988,5.235988;clr:0,0,0,255;;
i:cuboid_6;pos:50,413.3975,-3500;rot:0,180,150;m:cuboid;scl:5.235988,5.235988,5.235988;clr:76,76,76,255;;
i:cuboid_7;pos:0,400,-3500;rot:0,180,180;m:cuboid;scl:5.235988,5.235988,5.235988;clr:0,0,0,255;;
i:cuboid_8;pos:-50,413.3975,-3500;rot:0,180,210;m:cuboid;scl:5.235988,5.235988,5.235988;clr:76,76,76,255;;
i:cuboid_9;pos:-86.60254,450,-3500;rot:0,180,240;m:cuboid;scl:5.235988,5.235988,5.235988;clr:0,0,0,255;;
i:cuboid_10;pos:-100,500,-3500;rot:0,180,270;m:cuboid;scl:5.235988,5.235988,5.235988;clr:76,76,76,255;;
i:cuboid_11;pos:-86.60254,550,-3500;rot:0,180,300;m:cuboid;scl:5.235988,5.235988,5.235988;clr:0,0,0,255;;
i:cuboid_12;pos:-50,586.6025,-3500;rot:0,180,330;m:cuboid;scl:5.235988,5.235988,5.235988;clr:76,76,76,255;;
i:cuboid_13;pos:0,600,-3500;rot:0,210,0;m:cuboid;scl:5.235988,5.235988,5.235988;clr:76,76,76,255;;
i:cuboid_14;pos:43.30127,586.6025,-3525;rot:0,210,30;m:cuboid;scl:5.235988,5.235988,5.235988;clr:0,0,0,255;;
