i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:barrier_1;pos:-700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_2;pos:0,745.795,-700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_3;pos:0,745.795,700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_4;pos:700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_5;pos:-2.22,1253.08,17.87;m:cuboid;scl:160,10,160;mat:transparent;clr:0,234,255,82;l:23;;
i:prism_0;pos:21.93101,385.0945,252.3479;rot:31.25253,19.01999,169.5911;m:prism;scl:2.175691,0.0001,0.5059707;clr:255,255,255,255;;
i:prism_1;pos:15.90108,387.1955,252.9764;rot:351.1148,294.464,148.3242;m:prism;scl:0.8764928,0.0001,1.255956;clr:255,255,255,255;;
i:prism_2;pos:10.26156,388.238,255.3956;rot:8.885225,114.464,211.6758;m:prism;scl:0.8764928,0.0001,0.2863477;clr:255,255,255,255;;
i:prism_3;pos:9.784219,387.1808,257.8743;rot:31.25253,19.01999,169.5911;m:prism;scl:0.49604,0.0001,0.5059707;clr:255,255,255,255;;
i:prism_4;pos:21.28354,386.3348,248.7632;rot:2.343147,168.1121,199.8588;m:prism;scl:2.249941,0.0001,0.3827586;clr:255,255,255,255;;
i:prism_5;pos:15.57936,388.3805,249.3484;rot:340.1585,257.2661,182.4911;m:prism;scl:0.6630525,0.0001,1.298817;clr:255,255,255,255;;
i:prism_6;pos:9.99758,390.4496,247.9654;rot:19.8415,77.26611,177.5089;m:prism;scl:0.6630525,0.0001,0.2156969;clr:255,255,255,255;;
i:prism_7;pos:9.403675,390.7296,246.0785;rot:2.343147,168.1121,199.8588;m:prism;scl:0.3736516,0.0001,0.3827586;clr:255,255,255,255;;
i:prism_8;pos:15.72708,386.0933,243.6034;rot:8.902652,231.7498,229.0352;m:prism;scl:1.621524,0.0001,1.190613;clr:255,255,255,255;;
i:prism_9;pos:22.08381,383.5786,244.8789;rot:48.24636,131.6432,166.5621;m:prism;scl:2.062498,0.0001,0.9360527;clr:255,255,255,255;;
i:prism_10;pos:26.36744,377.6435,241.5503;rot:311.7536,311.6432,193.4379;m:prism;scl:2.062498,0.0001,1.054857;clr:255,255,255,255;;
i:prism_11;pos:24.29818,373.2445,235.9821;rot:8.902652,231.7498,229.0352;m:prism;scl:1.827328,0.0001,1.190613;clr:255,255,255,255;;
