i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_0;pos:-160,80,78;rot:0,180,0;m:cuboid;scl:3.2,0.406,0.04;t:empty;;
i:leaf3_4;pos:-160,82.6,6;rot:270.0198,180,0;m:leaf3;scl:0.64,0.4,0.004;t:ice1;;
i:cuboid_5;pos:-160,80,2;rot:0,180,0;m:cuboid;scl:3.2,0.406,0.36;t:empty;;
i:cuboid_6;pos:-160,80,-6;rot:0,180,0;m:cuboid;scl:3.2,0.406,0.36;t:empty;;
i:cuboid_7;pos:-160,80,-14;rot:0,180,0;m:cuboid;scl:3.2,0.406,0.36;t:empty;;
i:cuboid_8;pos:-160,80,-22;rot:0,180,0;m:cuboid;scl:3.2,0.406,0.36;t:empty;;
i:cuboid_9;pos:-168,80,-42;rot:0,180,0;m:cuboid;scl:1.6,0.406,0.36;t:empty;;
i:cuboid_10;pos:-152,80,-62;rot:0,180,0;m:cuboid;scl:1.6,0.406,0.36;t:empty;;
i:cuboid_11;pos:-168,80,-82;rot:0,180,0;m:cuboid;scl:1.6,0.406,0.36;t:empty;;
i:cuboid_12;pos:-168,80,-122;rot:0,180,0;m:cuboid;scl:1.6,0.406,0.36;t:empty;;
i:cuboid_13;pos:-152,80,-102;rot:0,180,0;m:cuboid;scl:1.6,0.406,0.36;t:empty;;
i:cuboid_14;pos:-152,80,-142;rot:0,180,0;m:cuboid;scl:1.6,0.406,0.36;t:empty;;
i:cuboid_15;pos:-160,80,0;rot:0,180,0;m:cuboid;scl:3.2,0.4,32;t:empty;clr:0,0,0,255;;
i:cuboid_16;pos:-40,80,162;rot:0,180,0;m:cuboid;scl:24,0.4,3.6;t:empty;clr:0,0,0,255;;
i:cuboid_17;pos:80,80,100;rot:0,180,0;m:cuboid;scl:4.8,0.4,12;t:empty;clr:0,0,0,255;;
i:cuboid_18;pos:0,80,40;rot:0,180,0;m:cuboid;scl:16,0.4,3.2;t:empty;clr:0,0,0,255;;
i:cuboid_19;pos:-80,80,0;rot:0,180,0;m:cuboid;scl:4.8,0.4,8;t:empty;clr:0,0,0,255;;
i:cuboid_20;pos:40,80,-40;rot:0,180,0;m:cuboid;scl:24,0.4,2.4;t:empty;clr:0,0,0,255;;
i:cuboid_21;pos:160,80,-100;rot:0,180,0;m:cuboid;scl:3.2,0.4,12;t:empty;clr:0,0,0,255;;
i:cuboid_22;pos:140,80,-160;rot:0,180,0;m:cuboid;scl:4,0.4,2.4;t:empty;clr:0,0,0,255;;
i:cuboid_23;pos:60,80,-160;rot:0,180,0;m:cuboid;scl:12,0.4,1.6;t:empty;clr:0,0,0,255;;
i:cuboid_24;pos:0,80,-160;rot:0,180,0;m:cuboid;scl:1.6,0.4,3.2;t:empty;clr:0,0,0,255;;
i:cuboid_25;pos:-60,80,-176;rot:0,180,0;m:cuboid;scl:12,0.4,1.6;t:empty;clr:0,0,0,255;;
i:cuboid_26;pos:-60,80,-144;rot:0,180,0;m:cuboid;scl:12,0.4,1.6;t:empty;clr:0,0,0,255;;
i:cuboid_27;pos:-120,80,-160;rot:0,180,0;m:cuboid;scl:1.6,0.4,3.2;t:empty;clr:0,0,0,255;;
i:cuboid_28;pos:-140,80,-160;rot:0,180,0;m:cuboid;scl:4,0.4,2.4;t:empty;clr:0,0,0,255;;
i:cuboid_29;pos:-148,80,0;rot:0,180,0;m:cuboid;scl:0.04,0.408,32;t:empty;clr:0,0,0,255;;
i:cuboid_30;pos:-152,80,0;rot:0,180,0;m:cuboid;scl:0.04,0.408,32;t:empty;clr:0,0,0,255;;
i:cuboid_31;pos:-156,80,0;rot:0,180,0;m:cuboid;scl:0.04,0.408,32;t:empty;clr:0,0,0,255;;
i:cuboid_32;pos:-160,80,0;rot:0,180,0;m:cuboid;scl:0.04,0.408,34.4;t:empty;clr:0,0,0,255;;
i:cuboid_33;pos:-164,80,0;rot:0,180,0;m:cuboid;scl:0.04,0.408,34.4;t:empty;clr:0,0,0,255;;
i:cuboid_34;pos:-168,80,0;rot:0,180,0;m:cuboid;scl:0.04,0.408,33.6;t:empty;clr:0,0,0,255;;
i:cuboid_35;pos:-172,80,0;rot:0,180,0;m:cuboid;scl:0.04,0.408,32.8;t:empty;clr:0,0,0,255;;
i:cuboid_36;pos:-162,80,-170;rot:0,180,0;m:cuboid;scl:0.4,0.4,0.4;t:empty;clr:0,0,0,255;;
i:cuboid_37;pos:-164,80,-166;rot:0,180,0;m:cuboid;scl:0.8,0.4,0.4;t:empty;clr:0,0,0,255;;
i:cuboid_38;pos:-166,80,-162;rot:0,180,0;m:cuboid;scl:1.2,0.4,0.4;t:empty;clr:0,0,0,255;;
i:cuboid_39;pos:-162,80,-170;rot:0,180,0;m:cuboid;scl:0.4,0.404,0.36;t:empty;clr:255,25,51,255;;
i:cuboid_40;pos:-164,80,-166;rot:0,180,0;m:cuboid;scl:0.8,0.404,0.36;t:empty;clr:255,76,255,255;;
i:cuboid_41;pos:-166,80,-162;rot:0,180,0;m:cuboid;scl:1.2,0.404,0.36;t:empty;clr:0,51,255,255;;
i:cuboid_42;pos:-166,80,-158;rot:0,180,0;m:cuboid;scl:1.92,0.404,0.36;t:empty;clr:127,255,255,255;;
i:cuboid_43;pos:-164,80,-154;rot:0,180,0;m:cuboid;scl:2.32,0.404,0.36;t:empty;clr:51,255,51,255;;
i:cuboid_44;pos:-162,80,-150;rot:0,180,0;m:cuboid;scl:2.72,0.404,0.36;t:empty;clr:255,255,0,255;;
i:cuboid_45;pos:-160,80,-146;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,127,0,255;;
i:cuboid_46;pos:-160,80,-142;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,25,51,255;;
i:cuboid_47;pos:-160,80,-138;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,76,255,255;;
i:cuboid_48;pos:-160,80,-134;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:0,51,255,255;;
i:cuboid_49;pos:-160,80,-130;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:127,255,255,255;;
i:cuboid_50;pos:-160,80,-126;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:51,255,51,255;;
i:cuboid_51;pos:-160,80,-122;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,255,0,255;;
i:cuboid_52;pos:-160,80,-118;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,127,0,255;;
i:cuboid_53;pos:-160,80,-114;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,25,51,255;;
i:cuboid_54;pos:-160,80,-110;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,76,255,255;;
i:cuboid_55;pos:-160,80,-106;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:0,51,255,255;;
i:cuboid_56;pos:-160,80,-102;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:127,255,255,255;;
i:cuboid_57;pos:-160,80,-98;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:51,255,51,255;;
i:cuboid_58;pos:-160,80,-94;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,255,0,255;;
i:cuboid_59;pos:-160,80,-90;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,127,0,255;;
i:cuboid_60;pos:-160,80,-86;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,25,51,255;;
i:cuboid_61;pos:-160,80,-82;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,76,255,255;;
i:cuboid_62;pos:-160,80,-78;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:0,51,255,255;;
i:cuboid_63;pos:-160,80,-74;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:127,255,255,255;;
i:cuboid_64;pos:-160,80,-70;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:51,255,51,255;;
i:cuboid_65;pos:-160,80,-66;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,255,0,255;;
i:cuboid_66;pos:-160,80,-62;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,127,0,255;;
i:cuboid_67;pos:-160,80,-58;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,25,51,255;;
i:cuboid_68;pos:-160,80,-54;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,76,255,255;;
i:cuboid_69;pos:-160,80,-50;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:0,51,255,255;;
i:cuboid_70;pos:-160,80,-46;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:127,255,255,255;;
i:cuboid_71;pos:-160,80,-42;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:51,255,51,255;;
i:cuboid_72;pos:-160,80,-38;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,255,0,255;;
i:cuboid_73;pos:-160,80,-34;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,127,0,255;;
i:cuboid_74;pos:-160,80,-30;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,25,51,255;;
i:cuboid_75;pos:-160,80,-26;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,76,255,255;;
i:cuboid_76;pos:-160,80,-22;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:0,51,255,255;;
i:cuboid_77;pos:-160,80,-18;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:127,255,255,255;;
i:cuboid_78;pos:-160,80,-14;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:51,255,51,255;;
i:cuboid_79;pos:-160,80,-10;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,255,0,255;;
i:cuboid_80;pos:-160,80,-6;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,127,0,255;;
i:cuboid_81;pos:-160,80,-2;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,25,51,255;;
i:cuboid_82;pos:-160,80,2;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,76,255,255;;
i:cuboid_83;pos:-160,80,6;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:0,51,255,255;;
i:cuboid_84;pos:-160,80,10;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:127,255,255,255;;
i:cuboid_85;pos:-160,80,14;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:51,255,51,255;;
i:cuboid_86;pos:-160,80,18;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,255,0,255;;
i:cuboid_87;pos:-160,80,22;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,127,0,255;;
i:cuboid_88;pos:-160,80,26;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,25,51,255;;
i:cuboid_89;pos:-160,80,30;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,76,255,255;;
i:cuboid_90;pos:-160,80,34;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:0,51,255,255;;
i:cuboid_91;pos:-160,80,38;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:127,255,255,255;;
i:cuboid_92;pos:-160,80,42;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:51,255,51,255;;
i:cuboid_93;pos:-160,80,46;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,255,0,255;;
i:cuboid_94;pos:-160,80,50;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,127,0,255;;
i:cuboid_95;pos:-160,80,54;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,25,51,255;;
i:cuboid_96;pos:-160,80,58;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,76,255,255;;
i:cuboid_97;pos:-160,80,62;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:0,51,255,255;;
i:cuboid_98;pos:-160,80,66;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:127,255,255,255;;
i:cuboid_99;pos:-160,80,70;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:51,255,51,255;;
i:cuboid_100;pos:-160,80,74;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,255,0,255;;
i:cuboid_101;pos:-160,80,78;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,127,0,255;;
i:cuboid_102;pos:-160,80,82;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,25,51,255;;
i:cuboid_103;pos:-160,80,86;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:255,76,255,255;;
i:cuboid_104;pos:-160,80,90;rot:0,180,0;m:cuboid;scl:3.12,0.404,0.36;t:empty;clr:0,51,255,255;;
