i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:prism_0;pos:1.090806,-3.0177,7.706377;rot:326.122,149.2555,324.5553;m:prism;scl:0.01752198,0.0001,0.01867208;clr:255,255,255,255;;
i:prism_1;pos:1.077109,-3.045688,7.801468;rot:331.2191,37.61243,39.49366;m:prism;scl:0.03234563,0.0001,0.01011487;clr:255,255,255,255;;
i:prism_2;pos:1.143745,-2.984696,7.880639;rot:28.78096,217.6124,320.5063;m:prism;scl:0.03234563,0.0001,0.01962316;clr:255,255,255,255;;
i:prism_3;pos:1.229357,-2.892996,7.886208;rot:326.122,149.2555,324.5553;m:prism;scl:0.0339932,0.0001,0.01867208;clr:255,255,255,255;;
i:prism_4;pos:0.803597,-0.713802,-0.7751488;rot:329.6955,263.797,59.6562;m:prism;scl:0.005371839,0.0001,0.001400064;clr:255,255,255,255;;
i:prism_5;pos:0.8040968,-0.727509,-0.7821394;rot:48.16634,214.5583,49.16092;m:prism;scl:0.00242533,0.0001,0.003100987;clr:255,255,255,255;;
i:prism_6;pos:0.794863,-0.7447411,-0.795045;rot:311.8337,34.55829,310.8391;m:prism;scl:0.00242533,0.0001,0.002704368;clr:255,255,255,255;;
i:prism_7;pos:0.7845992,-0.7512158,-0.8027306;rot:329.6955,263.797,59.6562;m:prism;scl:0.004684775,0.0001,0.001400064;clr:255,255,255,255;;
i:prism_8;pos:0.6758063,0.009350073,8.324414;rot:351.7406,120.6005,225.5286;m:prism;scl:0.02187557,0.0001,0.02512774;clr:255,255,255,255;;
i:prism_9;pos:0.5483651,0.03196216,8.353835;rot:315.0735,218.9255,168.2935;m:prism;scl:0.04352876,0.0001,0.01262805;clr:255,255,255,255;;
i:prism_10;pos:0.4932566,0.1310997,8.273459;rot:44.92649,38.92553,191.7065;m:prism;scl:0.04352876,0.0001,0.02177451;clr:255,255,255,255;;
i:prism_11;pos:0.5426396,0.2207514,8.15953;rot:351.7406,120.6005,225.5286;m:prism;scl:0.03771997,0.0001,0.02512774;clr:255,255,255,255;;
i:prism_12;pos:-0.3954435,-0.9133826,-0.9343173;rot:62.32572,305.8215,286.0853;m:prism;scl:0.04300511,0.0001,0.0017006;clr:255,255,255,255;;
i:prism_13;pos:-0.4869568,-0.8566535,-0.9061881;rot:333.4959,287.7859,278.2675;m:prism;scl:0.002945948,0.0001,0.02482545;clr:255,255,255,255;;
i:prism_14;pos:-0.5816309,-0.8076435,-0.8757375;rot:26.50408,107.7859,81.73248;m:prism;scl:0.002945948,0.0001,0.002654979;clr:255,255,255,255;;
i:prism_15;pos:-0.5953099,-0.8087123,-0.8702013;rot:62.32572,305.8215,286.0853;m:prism;scl:0.004599219,0.0001,0.0017006;clr:255,255,255,255;;
i:prism_16;pos:0.2234433,-0.8964233,-1.33772;rot:29.32088,345.0577,19.30042;m:prism;scl:0.01670134,0.0001,0.002979032;clr:255,255,255,255;;
i:prism_17;pos:0.266544,-0.8766188,-1.330515;rot:343.2511,65.32645,30.75681;m:prism;scl:0.005160575,0.0001,0.009641139;clr:255,255,255,255;;
i:prism_18;pos:0.3072492,-0.8627545,-1.312689;rot:16.74894,245.3264,329.2432;m:prism;scl:0.005160575,0.0001,0.001894583;clr:255,255,255,255;;
i:prism_19;pos:0.3114177,-0.8672878,-1.297306;rot:29.32088,345.0577,19.30042;m:prism;scl:0.003281986,0.0001,0.002979032;clr:255,255,255,255;;
i:prism_20;pos:-0.02395803,0.7421502,7.065155;rot:330.4899,91.31111,192.6875;m:prism;scl:0.1350338,0.0001,0.02040568;clr:255,255,255,255;;
i:prism_21;pos:-0.1543053,0.7607085,6.728066;rot:348.9807,187.639,149.8789;m:prism;scl:0.03534875,0.0001,0.07795063;clr:255,255,255,255;;
i:prism_22;pos:-0.2411061,0.8990416,6.039723;rot:11.01934,7.639017,210.1211;m:prism;scl:0.03534875,0.0001,0.09739259;clr:255,255,255,255;;
i:prism_23;pos:-0.2224868,1.032974,5.584941;rot:330.4899,91.31111,192.6875;m:prism;scl:0.1687131,0.0001,0.02040568;clr:255,255,255,255;;
i:prism_24;pos:1.691119,-1.38566,7.855599;rot:335.0229,181.3814,268.0537;m:prism;scl:0.0552583,0.0001,0.02158028;clr:255,255,255,255;;
i:prism_25;pos:1.689982,-1.300026,8.009375;rot:295.048,356.7802,94.17001;m:prism;scl:0.0373835,0.0001,0.03189882;clr:255,255,255,255;;
i:prism_26;pos:1.685894,-1.147002,8.073393;rot:64.95203,176.7803,265.83;m:prism;scl:0.0373835,0.0001,0.009194643;clr:255,255,255,255;;
i:prism_27;pos:1.68274,-1.06644,8.004543;rot:335.0229,181.3814,268.0537;m:prism;scl:0.01592788,0.0001,0.02158028;clr:255,255,255,255;;
i:prism_28;pos:-0.9123321,-0.4470641,-0.5281842;rot:325.5939,60.78602,269.5292;m:prism;scl:0.01085562,0.0001,0.002523794;clr:255,255,255,255;;
