custom,cylinder,metal1,100,1,100,1,1,0,0,1.0,1.0,0,65,0,0,1,0,0;
custom,cylinder,metal1,90,1,90,1,1,0.5,0,1.0,1.0,0,65.5,0,0,1,0,0;
custom,cylinder,metal1,80,1,80,1,1,1,0,1.0,1.0,0,66,0,0,1,0,0;
custom,cylinder,metal1,70,1,70,1,1,1,1,1.0,1.0,0,66.5,0,0,1,0,0;
custom,cylinder,metal1,60,1,60,1,0,1,0,1.0,1.0,0,67,0,0,1,0,0;
custom,cylinder,metal1,50,1,50,1,0,1,1,1.0,1.0,0,67.5,0,0,1,0,0;
custom,cylinder,metal1,40,1,40,1,0,0,1,1.0,1.0,0,68,0,0,1,0,0;
custom,cylinder,metal1,30,1,30,1,1,0,1,1.0,1.0,0,70,0,0,1,0,0;
racing,killCylinder,100,1.3,100,0,65,0,0,1,0,0;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,0,125,-500,0,1,0,0;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,86.8241,125,-492.4039,0,1,0,0.0875;
custom,cuboid,default,4,4,1,1,0,1,0,0.8,1.2,85.8241,125,-491.4039,0,1,0,0.0875;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,171.0101,125,-469.8463,0,1,0,0.1763;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,250,125,-433.0127,0,1,0,0.2679;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,321.3938,125,-383.0222,0,1,0,0.3640;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,383.0222,125,-321.3938,0,1,0,0.4663;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,433.0127,125,-250,0,1,0,0.5774;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,469.8463,125,-171.0101,0,1,0,0.7002;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,492.4039,125,-86.8241,0,1,0,0.8391;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,500,125,0,0,1,0,1;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,0,125,500,0,1,0,0;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,86.8241,125,492.4039,0,1,0,-0.0875;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,171.0101,125,469.8463,0,1,0,-0.1763;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,250,125,433.0127,0,1,0,-0.2679;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,321.3938,125,383.0222,0,1,0,-0.3640;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,383.0222,125,321.3938,0,1,0,-0.4663;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,433.0127,125,250,0,1,0,-0.5774;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,469.8463,125,171.0101,0,1,0,-0.7002;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,492.4039,125,86.8241,0,1,0,-0.8391;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,500,125,0,0,1,0,-1;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,0,125,-500,0,1,0,0;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,-86.8241,125,-492.4039,0,1,0,-0.0875;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,-171.0101,125,-469.8463,0,1,0,-0.1763;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,-250,125,-433.0127,0,1,0,-0.2679;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,-321.3938,125,-383.0222,0,1,0,-0.3640;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,-383.0222,125,-321.3938,0,1,0,-0.4663;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,-433.0127,125,-250,0,1,0,-0.5774;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,-469.8463,125,-171.0101,0,1,0,-0.7002;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,-492.4039,125,-86.8241,0,1,0,-0.8391;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,-500,125,0,0,1,0,-1;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,0,125,500,0,1,0,0;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,-86.8241,125,492.4039,0,1,0,0.0875;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,-171.0101,125,469.8463,0,1,0,0.1763;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,-250,125,433.0127,0,1,0,0.2679;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,-321.3938,125,383.0222,0,1,0,0.3640;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,-383.0222,125,321.3938,0,1,0,0.4663;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,-433.0127,125,250,0,1,0,0.5774;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,-469.8463,125,171.0101,0,1,0,0.7002;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,-492.4039,125,86.8241,0,1,0,0.8391;
custom,cuboid,stone4,84.75555,14,1,0,0,0,0,0.8,1.2,-500,125,0,0,1,0,1;
custom,cuboid,stone4,8.0285,14,1,0,0,0,0,0.8,1.2,153.9091,125,-422.8617,0,1,0,0.1763;
custom,cuboid,stone4,8.0285,14,1,0,0,0,0,0.8,1.2,225,125,-389.7114,0,1,0,0.2679;
custom,cuboid,stone4,8.0285,14,1,0,0,0,0,0.8,1.2,289.2544,125,-344.7200,0,1,0,0.3640;
custom,cuboid,stone4,8.0285,14,1,0,0,0,0,0.8,1.2,344.7200,125,-289.2544,0,1,0,0.4663;
custom,cuboid,stone4,8.0285,14,1,0,0,0,0,0.8,1.2,389.7114,125,-225,0,1,0,0.5774;
custom,cuboid,stone4,8.0285,14,1,0,0,0,0,0.8,1.2,422.8617,125,-153.9091,0,1,0,0.7002;
custom,cuboid,stone4,8.0285,14,1,0,0,0,0,0.8,1.2,443.1635,125,-78.1417,0,1,0,0.8391;
custom,cuboid,stone4,8.0285,14,1,0,0,0,0,0.8,1.2,450,125,0,0,1,0,1;
custom,cuboid,stone4,8.0285,14,1,0,0,0,0,0.8,1.2,0,125,450,0,1,0,0;
