custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,-52.51981,28.21451,50.8365,0,0.04129623,0,0.9991469;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,37.93901,27.83091,47.68317,0,0.006356319,0,0.9999798;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,-108.6593,36.3966,198.8113,0,0.4009866,0,-0.9160839;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,-1.841284,28.51379,195.4703,0,0.3687827,0,-0.9295157;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,6.024422,34.19944,309.2318,0,0.4439618,0,0.8960457;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,132.38,30.64901,300.4753,0,0.9342439,0,0.3566348;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,194.133,32.64157,145.0499,0,0.999992,0,-0.004019294;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,-120.8842,29.71428,309.2909,0,0.4242286,0,0.9055551;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,33.23725,32.94494,406.6185,0,0.5442926,0,0.8388954;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,150.5101,29.49749,414.0581,0,0.9286519,0,0.3709523;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,248.4279,28.7761,281.3631,0,0.9886246,0,0.1504042;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,268.9549,30.07043,127.5001,0,0.7890518,0,0.6143267;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,351.5135,25.96047,175.2312,0,0.775461,0,0.6313955;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,451.6991,36.20187,89.26402,0,0.9967021,0,0.0811476;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,385.1459,28.28966,25.27748,0,0.9869102,0,0.1612706;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,433.7246,31.94178,-101.2264,0,0.9817309,0,-0.1902746;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,376.8584,37.09206,-143.3011,0,0.9740005,0,-0.2265461;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,479.7669,32.03359,-250.4559,0,0.9069157,0,0.4213122;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,412.5493,31.81836,-300.1158,0,0.9301413,0,0.3672019;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,550.1386,28.62903,-393.4205,0,0.9994175,0,-0.03412637;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,385.6315,31.40189,-371.0153,0,0.6920957,0,-0.7218058;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,190.1932,32.68356,-370.6945,0,0.701489,0,-0.7126804;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,9.251682,29.13878,-365.231,0,0.6983759,0,-0.7157312;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,451.9102,25.30558,-485.1404,0,0.7061641,0,-0.7080482;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,279.8607,27.3702,-471.3825,0,0.7077094,0,-0.7065037;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,97.85277,30.43552,-460.3375,0,0.6952752,0,-0.7187436;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,-72.42813,36.59666,-402.2339,0,0.4606486,0,-0.8875826;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,-45.59842,32.27976,-378.0333,0,0.8844241,0,-0.466684;
custom,cuboid,bark3,2,8,20,0,1,1,1,1.0,1.0,19.59034,33.7701,-50.26145,0,0.7330128,0,0.6802149;
racing,endCuboid,4,4,4,14.81715,24.96071,-411.0319,0,0.9981482,0,0.06082921;
custom,cuboid,bark2,100,2,100,0,1,1,1,1.0,1.0,111.0339,-7.660209,13.74752,0,0.7179065,0,0.6961396;
racing,killCuboid,2,2,2,-26.08412,31.50844,160.4671,0,0.039619,0,-0.9992149;
racing,killCuboid,2,2,2,-119.0645,15.09134,251.845,0,0.3811109,0,-0.9245294;
racing,killCuboid,2,2,2,4.539791,17.79435,324.2338,0,0.4843384,0,0.8748808;
racing,killCuboid,2,2,2,-19.73258,57.65995,358.5413,0,0.4709205,0,0.8821757;
racing,killCuboid,2,2,2,161.4275,49.3208,376.156,0,0.9446258,0,0.3281496;
racing,killCuboid,2,2,2,138.9752,35.12143,321.3307,0,0.9474512,0,0.3199004;
racing,killCuboid,2,2,2,211.5388,56.79994,283.4427,0,0.9727466,0,0.2318711;
racing,killCuboid,2,2,2,293.941,35.00904,142.5231,0,0.7726453,0,0.634838;
racing,killCuboid,2,2,2,436.0917,11.39317,68.59473,0,0.9875948,0,0.157024;
racing,killCuboid,2,2,2,406.2886,61.62645,12.35656,0,0.9892488,0,0.1462422;
racing,killCuboid,2,2,2,412.9171,43.48977,-109.7167,0,0.9804766,0,-0.1966358;
racing,killCuboid,2,2,2,531.8191,26.33162,-310.7548,0,0.8678818,0,0.4967707;
racing,killCuboid,2,2,2,414.8356,18.33545,-447.4835,0,0.6982735,0,-0.7158311;
racing,killCuboid,2,2,2,324.221,39.36752,-417.8839,0,0.6967109,0,-0.717352;
racing,killCuboid,2,2,2,188.8799,15.57306,-388.9986,0,0.6663949,0,-0.745599;
racing,killCuboid,2,2,2,107.6836,38.29038,-440.8986,0,0.6416643,0,-0.7669857;
racing,killCuboid,2,2,2,477.188,68.6488,-420.6123,0,0.7157764,0,0.6983295;
racing,killCuboid,2,2,2,235.0598,3.201468,223.8326,0,0.9679188,0,0.2512632;
racing,killCuboid,2,2,2,426.8376,58.94308,138.0395,0,0.7980745,0,0.6025587;
racing,killCuboid,3,10,25,-10.43761,20.31597,384.0183,0,0.4951661,0,0.8687983;
racing,killCuboid,3,10,25,245.7668,8.479124,122.7821,0,0.9315493,0,0.3636152;
racing,killCuboid,3,10,25,318.2123,8.838673,-280.5455,0,0.7506945,0,0.6606495;
racing,killCuboid,3,10,25,379.6613,15.18787,275.4844,0,0.9811602,0,-0.193196;
racing,killCuboid,150,2,150,-92.8451,-7.462558,-150.8567,0,0.6867861,0,0.7268596;
racing,killCuboid,150,2,150,263.7758,68.05537,-218.945,0,0.7191938,0,0.6948096;
custom,cuboid,bark,200,2,200,0,1,1,1,1.0,1.0,470.0089,68.87213,-60.61462,0,0.7022917,0,0.7118893;
custom,cuboid,bark2,4,1,5,0,1,1,1,1.0,1.0,-7.817327,2.282643,-2.654742,0,0.9818472,0,0.1896735;
spawnpoint,playerC,-9.152884,9.05055,-0.8024216,0,0.9938838,0,-0.1104307;
spawnpoint,playerM,-6.164246,8.659718,-1.019885,0,0.9998581,0,-0.01684435;
custom,cuboid,stone8,4,1,5,0,1,1,1,1.0,1.0,25.83206,2.042972,-409.3922,0,0.8379253,0,-0.545785;
racing,killCuboid,0.5,0.5,0.5,117.6553,15.34184,-412.1522,0,0.7169552,0,-0.6971192;
racing,killCuboid,0.5,0.5,0.5,113.0173,16.34184,-396.2758,0,0.7169552,0,-0.6971192;
racing,killCuboid,0.5,0.5,0.5,119.8713,17.34185,-427.096,0,0.7169552,0,-0.6971192;
racing,killCuboid,0.5,0.5,0.5,128.6386,0.7418536,-412.2449,0,0.7169552,0,-0.6971192;
racing,killCuboid,0.5,0.5,0.5,89.48207,16.14184,-397.1348,0,0.7169552,0,-0.6971192;
racing,killCuboid,0.5,0.5,0.5,78.10986,17.14185,-425.8642,0,0.7169552,0,-0.6971192;
