map,disablebounds;
custom,cuboid,default,5.235987756,5.235987756,5.235987756,1,0,0,0,1.745329252,1.745329252,0,600,-3500,0,1,0,0;
custom,cuboid,default,5.235987756,5.235987756,5.235987756,1,0.3,0.3,0.3,1.745329252,1.745329252,50,586.6025404,-3500,0.2679491924,1,0,0;
custom,cuboid,default,5.235987756,5.235987756,5.235987756,1,0,0,0,1.745329252,1.745329252,86.60254038,550,-3500,0.5773502692,1,0,0;
custom,cuboid,default,5.235987756,5.235987756,5.235987756,1,0.3,0.3,0.3,1.745329252,1.745329252,100,500,-3500,1,1,0,0;
custom,cuboid,default,5.235987756,5.235987756,5.235987756,1,0,0,0,1.745329252,1.745329252,86.60254038,450,-3500,1.732050808,1,0,0;
custom,cuboid,default,5.235987756,5.235987756,5.235987756,1,0.3,0.3,0.3,1.745329252,1.745329252,50,413.3974596,-3500,3.732050808,1,0,0;
custom,cuboid,default,5.235987756,5.235987756,5.235987756,1,0,0,0,1.745329252,1.745329252,0,400,-3500,1.63312E+16,1,0,0;
custom,cuboid,default,5.235987756,5.235987756,5.235987756,1,0.3,0.3,0.3,1.745329252,1.745329252,-50,413.3974596,-3500,-3.732050808,1,0,0;
custom,cuboid,default,5.235987756,5.235987756,5.235987756,1,0,0,0,1.745329252,1.745329252,-86.60254038,450,-3500,-1.732050808,1,0,0;
custom,cuboid,default,5.235987756,5.235987756,5.235987756,1,0.3,0.3,0.3,1.745329252,1.745329252,-100,500,-3500,-1,1,0,0;
custom,cuboid,default,5.235987756,5.235987756,5.235987756,1,0,0,0,1.745329252,1.745329252,-86.60254038,550,-3500,-0.5773502692,1,0,0;
custom,cuboid,default,5.235987756,5.235987756,5.235987756,1,0.3,0.3,0.3,1.745329252,1.745329252,-50,586.6025404,-3500,-0.2679491924,1,0,0;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,0,600,-3500,0,0.9659258,0,-0.258819;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,43.3012702,586.6025404,-3525,0.25,0.9330127,-0.0669873,-0.25;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,75,550,-3543.30127,0.4829629,0.8365163,-0.1294095,-0.2241439;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,86.6025404,500,-3550,0.6830127,0.6830127,-0.1830127,-0.1830127;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,75,450,-3543.30127,0.8365163,0.4829629,-0.2241439,-0.1294095;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,43.3012702,413.3974596,-3525,0.9330127,0.25,-0.25,-0.0669873;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,0,400,-3500,0.9659258,0,-0.258819,0;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,-43.3012702,413.3974596,-3475,-0.9330127,0.25,0.25,-0.0669873;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,-75,450,-3456.69873,-0.8365163,0.4829629,0.2241439,-0.1294095;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,-86.6025404,500,-3450,-0.6830127,0.6830127,0.1830127,-0.1830127;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,-75,550,-3456.69873,-0.4829629,0.8365163,0.1294095,-0.2241439;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,-43.3012702,586.6025404,-3475,-0.25,0.9330127,0.0669873,-0.25;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,0,600,-3500,0,0.8660254,0,-0.5;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,25,586.6025404,-3543.30127,0.2241439,0.8365163,-0.1294095,-0.4829629;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,43.3012702,550,-3575,0.4330127,0.75,-0.25,-0.4330127;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,50,500,-3586.60254,0.6123724,0.6123724,-0.3535534,-0.3535534;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,43.3012702,450,-3575,0.75,0.4330127,-0.4330127,-0.25;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,25,413.3974596,-3543.30127,0.8365163,0.2241439,-0.4829629,-0.1294095;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,0,400,-3500,0.8660254,0,-0.5,0;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,-25,413.3974596,-3456.69873,-0.8365163,0.2241439,0.4829629,-0.1294095;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,-43.3012702,450,-3425,-0.75,0.4330127,0.4330127,-0.25;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,-50,500,-3413.39746,-0.6123724,0.6123724,0.3535534,-0.3535534;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,-43.3012702,550,-3425,-0.4330127,0.75,0.25,-0.4330127;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,-25,586.6025404,-3456.69873,-0.2241439,0.8365163,0.1294095,-0.4829629;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,0,600,-3500,0,0.7071068,0,-0.7071068;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,0,586.6025404,-3550,0.1830127,0.6830127,-0.1830127,-0.6830127;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,0,550,-3586.60254,0.3535534,0.6123724,-0.3535534,-0.6123724;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,0,450,-3586.60254,0.6123724,0.3535534,-0.6123724,-0.3535534;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,0,413.3974596,-3550,0.6830127,0.1830127,-0.6830127,-0.1830127;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,0,400,-3500,0.7071068,0,-0.7071068,0;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,0,413.3974596,-3450,-0.6830127,0.1830127,0.6830127,-0.1830127;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,0,450,-3413.39746,-0.6123724,0.3535534,0.6123724,-0.3535534;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,0,550,-3413.39746,-0.3535534,0.6123724,0.3535534,-0.6123724;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,0,586.6025404,-3450,-0.1830127,0.6830127,0.1830127,-0.6830127;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,0,600,-3500,0,0.5,0,-0.8660254;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,-25,586.6025404,-3543.30127,0.1294095,0.4829629,-0.2241439,-0.8365163;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,-43.3012702,550,-3575,0.25,0.4330127,-0.4330127,-0.75;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,-50,500,-3586.60254,0.3535534,0.3535534,-0.6123724,-0.6123724;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,-43.3012702,450,-3575,0.4330127,0.25,-0.75,-0.4330127;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,-25,413.3974596,-3543.30127,0.4829629,0.1294095,-0.8365163,-0.2241439;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,0,400,-3500,0.5,0,-0.8660254,0;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,25,413.3974596,-3456.69873,-0.4829629,0.1294095,0.8365163,-0.2241439;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,43.3012702,450,-3425,-0.4330127,0.25,0.75,-0.4330127;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,50,500,-3413.39746,-0.3535534,0.3535534,0.6123724,-0.6123724;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,43.3012702,550,-3425,-0.25,0.4330127,0.4330127,-0.75;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,25,586.6025404,-3456.69873,-0.1294095,0.4829629,0.2241439,-0.8365163;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0.3,0.3,0.3,1.745329267,1.745329267,0,600,-3500,0,0.258819,0,-0.9659258;
custom,cuboid,default,5.2359878,5.2359878,5.2359878,1,0,0,0,1.745329267,1.745329267,-43.3012702,586.6025404,-3525,0.0669873,0.25,-0.25,-0.9330127;
