map,disablebounds;
racing,killtube,5,2.479797333,5,1067.827967,983.980699,839.834012,0.318389,0.212308,-0.512557,0.76866;
racing,killtube,5,2.479797333,5,1014.258133,962.183332,818.036644,0.342815,0.170071,-0.410589,0.827629;
racing,killtube,5,2.479797333,5,1026.885117,968.528648,824.381961,0.337218,0.180917,-0.436772,0.814115;
racing,killtube,5,2.479797333,5,1127.444017,995.511159,851.364472,0.288788,0.251094,-0.606194,0.697196;
racing,killtube,5,2.479797333,5,1097.115167,991.092332,846.945644,0.304207,0.232173,-0.560516,0.734422;
racing,killtube,5,2.479797333,5,1053.724633,979.449547,835.30286,0.324998,0.202047,-0.487784,0.784615;
racing,killtube,5,2.479797333,5,1040.058483,974.291875,830.145188,0.331276,0.19158,-0.462514,0.799771;
racing,killtube,5,2.479797333,5,1082.311117,987.866899,843.720212,0.311457,0.222354,-0.53681,0.751923;
racing,killtube,5,2.479797333,5,1142.845433,996.686583,852.539896,-0.260176,0.280634,-0.677509,-0.62812;
racing,killtube,5,2.479797333,5,1112.1799,993.643879,849.497192,-0.241757,0.296648,-0.716173,-0.583652;
racing,killtube,5,2.479797333,5,990.846317,947.851927,803.70524,-0.147871,0.35296,-0.852121,-0.356993;
racing,killtube,5,2.479797333,5,1002.228883,955.281733,811.135046,-0.159052,0.348065,-0.840303,-0.383986;
racing,killtube,5,1.873216,5,40.021633,153.045956,8.899269,-0.154779,0.349986,-0.84494,-0.37367;
racing,killtube,5,1.873216,5,-19.82235,127.695789,-16.450898,0.312637,0.220692,-0.532797,0.754772;
racing,killtube,5,1.873216,5,21.716367,142.750517,-1.39617,0.338998,0.177557,-0.428662,0.818415;
racing,killtube,5,1.873216,5,-42.330917,123.199191,-20.947496,0.297377,0.240859,-0.581486,0.717933;
racing,killtube,5,1.873216,5,-53.850967,121.748856,-22.397831,0.289257,0.250554,-0.60489,0.698328;
racing,killtube,5,1.873216,5,-30.971517,125.184393,-18.962294,0.305174,0.230901,-0.557445,0.736756;
racing,killtube,5,1.873216,5,48.413317,158.812153,14.665465,-0.143131,0.354909,-0.856826,-0.345548;
racing,killtube,5,1.873216,5,1.651667,134.251011,-9.895677,-0.19956,0.326531,-0.788315,-0.481782;
racing,killtube,5,1.873216,5,-8.9321,130.722394,-13.424293,0.319758,0.210241,-0.507566,0.771965;
racing,killtube,5,1.873216,5,56.248067,164.957676,20.810989,0.359444,0.131325,-0.317047,0.867776;
racing,killtube,5,1.873216,5,31.109683,147.684272,3.537585,-0.166259,0.34468,-0.832132,-0.401385;
racing,killtube,5,1.873216,5,11.882717,138.266234,-5.880453,0.332946,0.188662,-0.45547,0.803804;
