custom,cuboid,stone4,3,1,3,0,1,1,1,1,1,-9.581619,-4.65107,-12.46205,0,0.9999856,0,-0.005363959;
custom,cuboid,stone4,.5,.04,.5,0,1,1,1,1,1,2.87063,0.2555433,-19.31479,0.003141453,0.9999524,-2.904056E-05,-0.009243867;
custom,cuboid,stone4,.5,.04,.5,0,1,1,1,1,1,2.897615,0.3365885,-19.97427,0,0.9999844,0,-0.005590291;
custom,cuboid,stone4,.5,.04,.5,0,1,1,1,1,1,2.772004,0.6243035,-24.8693,0.002011636,0.691732,-0.001937363,-0.722149;
custom,cuboid,stone4,.5,.04,.5,0,1,1,1,1,1,-0.1222584,0.7443035,-24.84328,0,0.7027441,0,-0.7114428;
custom,cuboid,stone4,.5,.04,.5,0,1,1,1,1,1,-0.4011789,0.8754582,-24.8742,0,0.6996307,0,-0.7145046;
custom,cuboid,stone4,.5,.04,.5,0,1,1,1,1,1,-0.8174155,1.035458,-24.86862,0,0.6996307,0,-0.7145046;
custom,cuboid,stone4,.5,.04,.5,0,1,1,1,1,1,-1.199762,1.195458,-24.86455,0,0.6996307,0,-0.7145046;
custom,cuboid,stone4,.5,.04,.5,0,1,1,1,1,1,-1.579329,1.315458,-24.85026,0,0.6996307,0,-0.7145046;
custom,cuboid,stone4,.5,.04,.5,0,1,1,1,1,1,-2.025107,1.435458,-24.81592,0,0.6976327,0,-0.7164556;
custom,cuboid,stone4,.5,.04,.5,0,1,1,1,1,1,-2.411246,1.595458,-24.83127,0,0.6996307,0,-0.7145046;
custom,cuboid,stone4,.5,.04,.5,0,1,1,1,1,1,-2.788419,1.755458,-24.83112,0,0.7023691,0,-0.711813;
custom,cuboid,stone4,.5,.04,.5,0,1,1,1,1,1,-3.1151,1.915457,-24.7965,0,0.7018719,0,-0.7123032;
custom,cuboid,stone4,.5,.04,.5,0,1,1,1,1,1,-7.449233,2.051507,-24.88165,0,0.7071968,0,-0.7070168;
custom,cuboid,stone4,.5,.04,.5,0,1,1,1,1,1,-7.913341,2.171507,-24.88836,0,0.7071968,0,-0.7070168;
