customb,house1,default,1,1,1,0,1,1,1,1.0,1.0,-9.968083,13.48991,-50.00763,0,0.7058772,0,-0.7083343;
customb,house1,default,1,1,1,0,1,1,1,1.0,1.0,-78.32192,13.40873,-50.66426,0,-0.718688,0,0.6953328;
customb,house1,default,1,1,1,0,1,1,1,1.0,1.0,-145.8035,13.42019,-51.52862,0,0.7051592,0,-0.709049;
customb,house1,default,1,1,1,0,1,1,1,1.0,1.0,53.51048,13.46709,-54.39364,0,0.6921568,0,0.7217472;
customb,house1,default,1,1,1,0,1,1,1,1.0,1.0,59.07383,13.90299,36.3273,0,0.7368249,0,-0.6760837;
customb,house1,default,1,1,1,0,1,1,1,1.0,1.0,-9.165423,13.94758,29.85271,0,0.7427956,0,-0.6695183;
customb,house1,default,1,1,1,0,1,1,1,1.0,1.0,-81.06177,14.11063,15.0333,0,0.6558493,0,0.7548919;
customb,house1,default,1,1,1,0,1,1,1,1.0,1.0,-143.9664,13.80949,12.92863,0,0.7486632,0,-0.6629506;
custom,house7,default,1,1,1,0,1,1,1,1.0,1.0,-235.7279,16.21128,-3.212272,0,0.7099016,0,0.7043009;
custom,house7,default,1,1,1,0,1,1,1,1.0,1.0,-235.8152,16.15804,-50.74174,0,-0.7057731,0,-0.708438;
custom,tower4,default,1,1,1,0,1,1,1,1.0,1.0,-264.0142,20.17296,-28.5547,0,0.6961253,0,0.7179203;
custom,house7,default,1,1,1,0,1,1,1,1.0,1.0,-283.8148,16.20826,-59.64077,0,-0.02425705,0,0.9997058;
custom,house7,default,1,1,1,0,1,1,1,1.0,1.0,-284.2539,15.06123,7.574728,0,0.005455058,0,0.9999852;
custom,cuboid,brick2,2.5,2,2.5,0,1,1,1,1.0,1.0,-286.3927,7.679912,-26.779,0,0.7057444,0,0.7084666;
custom,cuboid,brick2,2.5,2,2.5,0,1,1,1,1.0,1.0,-295.8889,-1.164208,-27.85918,0,0.702458,0,0.7117252;
custom,house7,default,1,1,1,0,1,1,1,1.0,1.0,-235.9562,16.11185,-97.46191,0,0.7099436,0,0.7042586;
customb,house1,default,1,1.5,1,0,1,1,1,1.0,1.0,-196.4891,15.31946,92.5875,0,0.01544682,0,-0.9998807;
customb,house1,default,1,1.5,1,0,1,1,1,1.0,1.0,-230.632,15.42392,74.4065,0,0.7164413,0,-0.6976474;
custom,house10,default,1,1,1,0,1,1,1,1.0,1.0,-161.3175,21.22599,75.47643,0,0.3070491,0,-0.9516937;
custom,house10,default,1,1,1,0,1,1,1,1.0,1.0,-25.44915,21.24189,130.8958,0,0.9527752,0,0.3036765;
custom,house10,default,1,1,1,0,1,1,1,1.0,1.0,22.93576,21.27405,165.6535,0,0.9519597,0,0.3062237;
customb,house1,default,1,1,1,0,1,1,1,1.0,1.0,-205.0353,14.13876,165.8403,0,0.9998359,0,0.01811503;
customb,house1,default,1,1,1,0,1,1,1,1.0,1.0,-303.8332,12.86052,65.82101,0,0.6950265,0,0.7189842;
customb,house1,default,1,1,1,0,1,1,1,1.0,1.0,-250.522,15.72664,182.2087,0,0.6895408,0,0.7242469;
customb,house1,default,1,1.5,1,0,1,1,1,1.0,1.0,-349.6167,16.55689,61.92871,0,0.9999467,0,0.01033338;
customb,house1,default,1,1,0.85,0,1,1,1,1.0,1.0,-308.9257,16.1135,185.2161,0,0.7264097,0,-0.6872621;
customb,house1,default,1,1.5,1,0,1,1,1,1.0,1.0,-372.7215,16.59219,91.37697,0,0.7021496,0,0.7120295;
custom,tree3,default,0.15,0.15,0.15,0,1,1,1,1.0,1.0,-254.2976,13.63378,124.7353,0,0.2275751,0,0.9737605;
custom,tree2,default,0.3,0.3,0.3,0,1,1,1,1.0,1.0,-304.6837,12.07313,119.9451,0,0.3875153,0,-0.9218633;
custom,trunk1,default,0.3,0.3,0.3,0,1,1,1,1.0,1.0,-307.3602,0.1733821,122.1578,0,0.7366564,0,-0.6762673;
custom,field2,default,0.3,0.3,0.3,0,1,1,1,1.0,1.0,-299.8113,0.04305718,120.2475,0,-0.05837271,0,-0.9982949;
custom,boulder3,default,0.3,0.3,0.3,0,1,1,1,1.0,1.0,-306.2642,1.134381,117.3246,0,-0.8057195,0,0.5922974;
custom,boulder2,default,0.3,0.3,0.3,0,1,1,1,1.0,1.0,-308.2827,-1.585622,116.9048,0,0.552231,0,0.8336912;
custom,boulder2,default,0.3,0.3,0.3,0,1,1,1,1.0,1.0,-311.2113,-2.810936,118.1984,0,0.3169035,0,-0.9484578;
custom,boulder2,default,0.3,0.3,0.3,0,1,1,1,1.0,1.0,-309.9587,-3.252451,115.9172,0,0.9830269,0,0.1834615;
custom,log2,default,0.3,0.3,0.3,0,1,1,1,1.0,1.0,-286.7777,1.58678,159.5843,0,0.05182639,0,-0.9986561;
custom,log2,default,0.3,0.3,0.3,0,1,1,1,1.0,1.0,-279.0638,1.920307,134.3545,0,0.2538653,0,-0.9672396;
custom,log2,default,0.3,0.3,0.3,0,1,1,1,1.0,1.0,-263.8033,0.6599164,140.0507,0,0.8032141,0,-0.5956905;
custom,trunk1,default,0.3,0.3,0.3,0,1,1,1,1.0,1.0,-271.5755,-0.02897409,120.2973,0,0.02826377,0,-0.9996005;
custom,boulder2,default,0.3,0.3,0.3,0,1,1,1,1.0,1.0,-276.7346,-1.992574,139.7837,0,-0.492536,0,-0.8702921;
custom,house2,default,0.5,0.5,0.5,0,1,1,1,1.0,1.0,-224.3065,-0.6818017,170.2066,0,0.9997879,0,0.02059696;
base,aot_supply,default,1,1,1,0,1,1,1,1.0,1.0,-224.2813,0.1317196,170.2571,0,0.9997975,0,0.02012678;
custom,field2,default,0.2,1,0.2,0,1,1,1,1.0,1.0,-248.2099,-2.447413,84.87135,0,0.9991235,0,0.04186023;
custom,field2,default,0.2,1,0.2,0,1,1,1,1.0,1.0,-243.9794,-2.455653,90.70621,0,0.9245492,0,0.3810627;
custom,field2,default,0.2,1,0.2,0,1,1,1,1.0,1.0,-244.7636,-9.45565,96.37836,0,0.9245492,0,0.3810627;
custom,field2,default,0.2,1,0.2,0,1,1,1,1.0,1.0,-243.3887,-2.235757,102.3206,0,0.9297752,0,-0.368128;
custom,field2,default,0.2,1,0.2,0,1,1,1,1.0,1.0,-238.588,-3.980934,104.2125,0,0.8931745,0,-0.4497102;
custom,field2,default,0.2,1,0.2,0,1,1,1,1.0,1.0,-237.1742,-2.528923,110.9565,0,0.8831522,0,-0.4690865;
custom,field2,default,0.2,1,0.2,0,1,1,1,1.0,1.0,-232.6089,-2.488923,115.9727,0,0.8831522,0,-0.4690865;
photon,CannonGround,default,1,1,1,0,1,1,1,1.0,1.0,-229.236,0.1833056,98.94038,0,0.4860518,0,-0.87393;
custom,field2,default,0.2,1,0.2,0,1,1,1,1.0,1.0,-214.7766,-3.540972,86.59094,0,0.8956755,0,0.4447082;
custom,field2,default,0.2,1,0.2,0,1,1,1,1.0,1.0,-211.8975,-5.940971,93.94656,0,0.8956755,0,0.4447082;
custom,field2,default,0.2,1,0.2,0,1,1,1,1.0,1.0,-250.4996,-6.930689,98.37923,0,0.7219985,0,0.6918946;
custom,field2,default,0.2,1,0.2,0,1,1,1,1.0,1.0,-243.4057,-10.61347,111.1007,0,0.7557933,0,0.6548103;
custom,field2,default,0.2,1,0.2,0,1,1,1,1.0,1.0,-248.7812,-4.386491,104.854,0,0.7970014,0,0.6039775;
custom,field2,default,0.2,1,0.2,0,1,1,1,1.0,1.0,-227.9527,-5.38234,119.3544,0,0.4052513,0,-0.9142054;
custom,spike1,default,0.2,0.2,0.2,0,1,1,1,1.0,1.0,-226.3648,-2.818964,112.3023,0,-0.9442202,0,-0.3293148;
custom,spike1,default,0.2,0.2,0.2,0,1,1,1,1.0,1.0,-237.1266,-2.58924,103.9576,0,0.8906543,0,0.4546812;
custom,spike1,default,0.2,0.2,0.2,0,1,1,1,1.0,1.0,-240.0763,-2.990761,93.65347,0,-0.6881977,0,-0.7255232;
custom,field2,default,0.2,1,0.2,0,1,1,1,1.0,1.0,-289.5217,-10.0569,145.8412,0,0.7613868,0,0.648298;
custom,field2,default,0.2,1,0.2,0,1,1,1,1.0,1.0,-296.1185,-7.271763,146.1803,0,0.8310947,0,0.5561309;
custom,field2,default,0.2,1,0.2,0,1,1,1,1.0,1.0,-330.9957,-3.701368,124.7573,0,0.8187639,0,0.5741304;
custom,field2,default,0.2,1,0.2,0,1,1,1,1.0,1.0,-256.3383,-7.467763,91.3792,0,0.6012632,0,0.7990511;
photon,spawnCrawler,1,0,-263.7545,-0.34308,158.3656,0,0.6601226,0,0.7511579;
photon,spawnAbnormal,1,0,-282.7513,-0.3900616,100.8664,0,0.9722,0,0.234152;
photon,spawnTitan,1,0,-83.52455,0.3543993,61.19671,0,0.4649668,0,0.8853281;
photon,spawnTitan,1,0,102.8303,1.605055,-0.6774108,0,0.9143298,0,-0.4049704;
photon,spawnJumper,1,0,-337.8111,0.0183138,-27.62781,0,0.9999942,0,0.003429162;
customb,house1,default,1,1,1,0,1,1,1,1.0,1.0,127.1865,13.74818,42.04181,0,0.7346586,0,-0.678437;
customb,house1,default,1,1,1,0,1,1,1,1.0,1.0,126.5119,13.36786,-45.1414,0,0.7276278,0,-0.6859723;
customb,house1,default,1,1,1,0,1,1,1,1.0,1.0,194.667,13.45526,-40.38644,0,0.7356308,0,-0.6773828;
customb,house1,default,1,1,1,0,1,1,1,1.0,1.0,195.4021,13.74225,46.79059,0,0.728481,0,-0.685066;
customb,house1,default,1,1,1,0,1,1,1,1.0,1.0,261.0178,13.01642,-34.76493,0,0.7426235,0,-0.6697092;
customb,house1,default,1,1,1,0,1,1,1,1.0,1.0,258.7933,13.73574,44.06003,0,0.6918957,0,0.7219975;
