custom,tube,stone2,25,15,25,0,1,1,1,5.0,5.0,0,108.3998,0,0,0,0,1;
custom,cylinder,stone2,30,3,30,0,1,1,1,5.0,5.0,-4.951599,-24.8,-7,0,0,0,1;
custom,pillar1,stone2,1,1,1,0,1,1,1,1.0,1.0,-144.7984,0,0,0,0,0,1;
custom,pillar1,stone2,1,1,1,0,1,1,1,1.0,1.0,135,0,0,0,0,0,1;
custom,pillar1,stone2,1,1,1,0,1,1,1,1.0,1.0,0,0,-144.9342,0,0,0,1;
custom,pillar1,stone2,1,1,1,0,1,1,1,1.0,1.0,0,0,132.1355,0,0,0,1;
custom,cylinder,stone2,28,5,28,0,1,1,1,5.0,5.0,-2.54552,242.5605,-6.113093,0,0.007330318,0,0.9999731;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,80.96204,163.9646,101.2231,0,0.9465456,0,-0.32257;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,30.01888,163.6262,126.4829,0,0.9954494,0,-0.09529154;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,-25.08289,163.6242,127.5756,0,0.9997496,0,0.02237907;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,-78.9806,163.6326,107.2715,0,0.5263219,0,0.8502854;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,-117.4116,163.7189,66.1883,0,0.8497273,0,0.5272225;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,-137.3091,163.7386,12.60633,0,0.7995987,0,0.6005348;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,-133.7762,164.1315,-44.10454,0,0.6519663,0,0.758248;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,-106.4921,164.2324,-93.56133,0,0.3989888,0,0.9169558;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,-62.13284,164.1165,-127.7998,0,0.2368368,0,0.9715495;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,-6.654865,164.1007,-142.7386,0,0.08546697,0,0.996341;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,47.03505,164.1656,-132.629,0,0.2374747,0,-0.9713937;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,94.23492,163.6522,-100.7376,0,0.3896664,0,-0.9209561;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,125.5783,164.0166,-53.4654,0,0.5232581,0,-0.8521743;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,132.854,163.5669,2.939273,0,0.746249,0,-0.6656669;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,116.8332,163.6729,57.83662,0,0.8442107,0,-0.5360115;
custom,pillar1,stone2,1,1,1,0,1,1,1,1.0,1.0,92.48441,2.924271,-103.5377,0,0.4066471,0,-0.9135854;
custom,pillar1,stone2,1,1,1,0,1,1,1,1.0,1.0,96.24495,2.659779,88.91446,0,0.9172051,0,-0.3984155;
custom,pillar1,stone2,1,1,1,0,1,1,1,1.0,1.0,-99.52009,2.976926,96.41293,0,0.9245704,0,0.3810113;
custom,pillar1,stone2,1,1,1,0,1,1,1,1.0,1.0,-102.797,2.881666,-105.4182,0,0.4139508,0,0.9102993;
custom,cylinder,stone2,24,5,24,0,1,1,1,5.0,5.0,-2.131822,300,-6.850028,0,0,0,1;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,13.34888,348.7323,-109.7225,0,0.0599517,0,-0.9982013;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,44.47729,349.0446,-99.63424,0,0.2392148,0,-0.9709667;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,70.78745,348.8609,-81.6311,0,0.3483662,0,-0.9373586;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,89.67092,348.9904,-53.74181,0,0.492397,0,-0.8703707;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,98.05454,348.7984,-23.74783,0,0.6347214,0,-0.7727411;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,-21.15732,348.9359,-109.6512,0,0.105985,0,0.9943677;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,-51.18188,349.0012,-100.1906,0,0.2707502,0,0.9626496;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,97.81364,348.9507,9.395917,0,0.7669672,0,-0.6416863;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,88.6532,349.0245,38.72644,0,0.8520697,0,-0.5234284;
custom,pillar1,stone2,0.5,0.5,0.5,0,1,1,1,1.0,1.0,70.87332,348.9319,65.39006,0,0.911638,0,-0.4109942;
