map,disablebounds;
custom,cuboid,statuemat,144.4568,8.449808,149.4182,1,1,1,1,70,70,22.11218,-32.19391,13.03547,0,0,0,1;
customb,arch1,default,1,0.531,1,0,1,1,1,1,1,-282.996,38.71395,-280.733,0,0.4039109,0,-0.9147983;
customb,arch1,default,1,0.531,1,0,1,1,1,1,1,275.367,40.40298,-274.627,0,0.9290274,0,-0.3700109;
customb,arch1,default,1,0.531,1.042,0,1,1,1,1,1,-0.675,60.12596,-310.627,0,0.7071068,0,-0.7071068;
customb,arch1,default,1,0.531,1.073,0,1,1,1,1,1,-200.36,45.67598,-5.471,0,1,0,0;
customb,arch1,default,1,0.531,1.073,0,1,1,1,1,1,199.663,44.83596,-5.471,0,1,0,0;
customb,house1,default,0.807,0.488,0.807,0,1,1,1,1,1,-181.037,17.803,563.458,0,0.9985422,0,-0.0539753;
customb,house1,default,0.807,0.488,0.807,0,1,1,1,1,1,-302.702,17.803,342.92,0,0.985627,0,0.1689361;
customb,house1,default,0.807,0.488,0.807,0,1,1,1,1,1,-336.668,17.803,490.549,0,1,0,0;
customb,house1,default,0.807,0.488,0.807,0,1,1,1,1,1,-379.295,17.803,430.925,0,0.9997581,0,-0.0219947;
customb,house1,default,0.807,0.488,0.807,0,1,1,1,1,1,-478.26,17.803,267.669,0,0.9832886,0,-0.1820534;
customb,house1,default,0.807,0.488,0.807,0,1,1,1,1,1,-489.771,17.803,-108.561,0,1,0,0;
customb,house1,default,0.807,0.488,0.807,0,1,1,1,1,1,-521.636,17.803,322.036,0,1,0,0;
customb,house1,default,0.807,0.488,0.807,0,1,1,1,1,1,-95.271,17.803,438.119,0,1,0,0;
customb,house1,default,0.807,0.488,0.807,0,1,1,1,1,1,176.192,17.803,407.66,0,1,0,0;
customb,house1,default,0.807,0.488,0.807,0,1,1,1,1,1,197.461,17.803,577.205,0,1,0,0;
customb,house1,default,0.807,0.488,0.807,0,1,1,1,1,1,232.676,17.803,560.341,0,1,0,0;
customb,house1,default,0.807,0.488,0.807,0,1,1,1,1,1,246.468,17.803,486.479,0,0.9972569,0,0.0740191;
