customb,tree0,rock3,1,1,-1,0,1,1,1,5,5,-63.74,72,-0.5,0,1,0,-3e-7;
customb,tree0,regioneditormat,1,1,-1,0,1,1,1,1,1,-63.74,72,-0.5,0,1,0,-3e-7;
racing,killPrism,0.201183,0.1,0.5710266,-58.7095548,0.9344829,-9.273727,0.3678963,0.4405153,0.645165,0.5043419;
racing,killPrism,0.9900407,0.1,0.1155765,-61.1776527,0.9694184,-10.1279826,0.1960585,-0.6681149,-0.7163425,-0.0451323;
racing,killPrism,0.9900407,0.1,2.3128235,-63.5014878,10.4859084,-9.8908675,0.7163425,-0.0451322,0.1960586,0.6681149;
racing,killPrism,4.006902,0.1,0.5710266,-63.2733796,21.1048852,-8.6454403,0.3678963,0.4405153,0.645165,0.5043419;
racing,killPrism,4.0835388,0.1,0.3464026,-59.6587245,20.9678958,-7.4548738,0.6375029,-0.497948,-0.3765053,0.4515325;
racing,killPrism,0.600983,0.1,2.3570701,-60.443491,31.5735032,-6.6236122,0.1845532,-0.6713841,-0.7170121,-0.0328207;
racing,killPrism,0.600983,0.1,0.0713299,-62.7044725,41.1033659,-6.3592497,0.7170121,-0.0328207,0.1845531,0.6713841;
racing,killPrism,0.1245462,0.1,0.3464026,-64.2195232,41.1249245,-6.8270036,0.6375029,-0.497948,-0.3765053,0.4515325;
racing,killPrism,0.4064373,0.1,0.8019168,-54.5936132,1.4309398,2.1230507,-0.0400492,0.1532606,0.7388622,0.6549732;
racing,killPrism,1.3899516,0.1,0.2340808,-55.2565399,1.5002911,-1.5730394,0.5507736,-0.5715076,-0.4941354,-0.3547644;
racing,killPrism,1.3899516,0.1,2.2433688,-56.6792053,10.9823658,-4.4073912,0.4941354,-0.3547644,0.5507736,0.5715076;
racing,killPrism,3.8866037,0.1,0.8019168,-57.5286239,21.6357602,-3.373154,-0.0400492,0.1532606,0.7388622,0.6549732;
racing,killPrism,4.0917684,0.1,0.3967418,-56.52984,20.7720999,1.8229964,0.7392115,-0.6548797,0.0415502,0.1515669;
racing,killPrism,0.6881725,0.1,2.3618215,-57.7355373,31.390402,0.8812683,0.5520819,-0.5702438,-0.4933211,-0.3558959;
racing,killPrism,0.6881725,0.1,0.1156282,-59.1398656,40.9075687,-1.8338724,0.4933211,-0.3558959,0.5520818,0.5702438;
racing,killPrism,0.2012726,0.1,0.3967418,-59.4597527,40.9418269,-3.6636611,0.7392115,-0.6548797,0.0415502,0.1515669;
